video_id,person_id,velocity_mean,acceleration_mean,energy_movimiento,cambios_abruptos,simetria_corporal,radio_expansion,target
Violent_0171,3,14.13218389894029,7.819950407803568,28.343873765797657,6,0.21091921738229064,35.16404595150098,Violent
Violent_0150,3,6.308392856064935,6.134810170026397,16.655661802765565,6,0.3292601808870851,33.65216739820973,Violent
Normal_0074,1,6.5980965687197894,1.8154121170172572,10.715518692247352,2,0.05744065676211553,33.53457421251886,Normal
Violent_0038,2,12.409516266417636,4.94542359522511,37.546519723031196,4,0.3313344018580029,40.719133465104434,Violent
Normal_0112,3,4.863911707537504,1.0848008044936333,6.971959672267964,2,0.10526893180565754,22.18053655523738,Normal
Violent_0063,2,16.291756319374226,4.426442764190503,24.97917912766814,4,0.26716107491130414,41.94773013859594,Violent
Violent_0090,1,14.486690510010579,6.1821430406656415,16.185394147925216,8,0.3176110611154585,43.19291255999166,Violent
Normal_0161,2,2.7237280695077803,0.44616494951424135,10.506873006121241,1,0.1230809069275455,28.26091503737852,Normal
Violent_0223,3,14.584922412426288,5.784241923564673,24.120295389282152,9,0.30242365141207606,45.03203994290844,Violent
Violent_0206,3,10.357346096105712,4.14313367211487,28.001125220713515,4,0.2891312537455274,41.085473430719965,Violent
Normal_0195,3,5.769779802626121,1.0946617380706554,8.528945742361229,3,0.10715310888042484,32.0924245289979,Normal
Normal_0000,3,5.392722320589495,1.0530882235153598,6.013004839149717,3,0.10878773810711569,40.47925095901982,Normal
Normal_0148,2,5.769184925414477,0.45137670823021947,6.067170512927614,0,0.10315225210688245,26.570746741408936,Normal
Violent_0062,3,11.186898006266045,4.684401721941474,19.258641616350733,7,0.1796429606780161,49.226955741185954,Violent
Violent_0222,3,15.745689742365716,2.9254207927466185,34.32897537193219,6,0.2860304136493419,43.7910087024848,Violent
Normal_0169,1,4.391585811197125,1.4959739885793364,8.492295232352253,4,0.1213956684051359,32.66710784322426,Normal
Normal_0168,2,4.986848288080461,0.4762173961762829,9.32976750511425,0,0.13166064102674596,30.833555837267003,Normal
Normal_0006,3,4.422766408561597,1.7415919385970804,6.91162526276292,3,0.10005448573297003,24.92896701208914,Normal
Normal_0012,1,5.440513833034249,0.6791284455269778,6.204121231013224,0,0.10443298029142195,37.66603657340101,Normal
Violent_0033,3,11.416613257265038,5.71087477607992,17.463503171215386,7,0.285810539233845,37.71836096091515,Violent
Normal_0109,1,2.976602110183747,1.996401858192375,9.464790441862453,2,0.15375531157781752,32.26930724086296,Normal
Normal_0131,1,5.297392728043776,0.8244341770537162,10.003722093838654,3,0.07786003152425985,20.048518413417042,Normal
Violent_0094,3,18.546384053980034,4.562810761680561,31.02536172654556,3,0.32930387932739014,37.681722147029596,Violent
Violent_0152,1,6.397902654306936,2.0857818735686537,26.78830161323057,3,0.3193534410392659,34.905975123541175,Violent
Normal_0225,1,6.014888243097735,0.4725168122925447,10.913991202708281,1,0.10529416318873239,33.520308617188185,Normal
Normal_0024,2,4.958005773406132,1.1431314465903002,7.947651994625821,2,0.11258331858522186,29.00843391125837,Normal
Violent_0080,2,16.054008107480065,6.8269957249164746,19.60310335576914,8,0.27974861669807377,17.39588145658781,Violent
Violent_0175,2,3.3297495396893506,8.036081629448324,35.41407509835113,2,0.33135734243058534,44.47046326165263,Violent
Normal_0235,2,3.309462671363187,1.7286957800038825,13.070396050492409,0,0.13317134500283198,19.289741406786767,Normal
Normal_0119,1,3.8850356330953404,1.0593234373334885,13.729307684571602,3,0.10016236971772288,20.505277253489012,Normal
Normal_0179,3,5.439595447429692,0.5464975082027507,6.820846160105533,0,0.21527594334719663,38.945694051486704,Normal
Normal_0035,1,4.170735660902481,0.960904124727546,10.457572399141265,2,0.19648647148133225,27.039786670430125,Normal
Violent_0154,2,8.477837225968639,6.61136152568731,24.449204925845176,2,0.24612556949560133,33.77328581248551,Violent
Violent_0204,1,10.260620349691077,3.430882791409341,35.39134130032866,2,0.22861084861624864,38.43608999636493,Violent
Violent_0087,1,12.471214138069069,3.423509347630397,16.44905806431919,4,0.19794685126536876,41.1659634178158,Violent
Violent_0067,3,14.840808503515841,0.25849540524372916,16.508884724180383,2,0.3706092837482805,32.05376368756764,Violent
Violent_0113,2,16.235247730314754,8.085679548955369,21.595034239220855,5,0.2514072891744703,32.874149129516404,Violent
Violent_0116,1,11.16079712267947,7.395896371562755,25.71331884820037,7,0.3298624333506508,32.531732061735696,Violent
Normal_0071,3,3.310992890469505,0.9780811666890249,7.7657099022627,1,0.027769960434587487,21.899036748112948,Normal
Normal_0071,3,3.9553709193422146,0.7494840283255917,13.266978469822096,0,0.16758785423203587,22.67169719525537,Normal
Violent_0193,1,6.6631715926717945,4.986784106946384,17.69265924804555,6,0.3658323400099125,53.659330764716884,Violent
Normal_0127,1,5.764524823710435,1.0780868058758366,10.191671189805746,2,0.12467875878346749,31.642041428165093,Normal
Violent_0193,1,9.191405216252729,6.9481942659623215,24.44454314258898,4,0.3239979472802777,43.25956843930964,Violent
Normal_0039,3,2.711804584170092,1.5425048099325394,7.92693707069264,1,0.10589869613211686,29.827936810682463,Normal
Normal_0074,2,1.2641043451905634,1.0652559069905345,8.978629702835192,1,0.09296648121786362,36.43903364584446,Normal
Normal_0043,2,4.05322624582175,0.9409740242282202,10.53094042626132,2,0.10881848348152096,26.676390258995365,Normal
Violent_0006,3,6.8253073200255265,6.107231919872807,25.58420749981751,5,0.28155779587318724,32.806917723625794,Violent
Normal_0091,3,3.584760895782896,1.3594444088380913,11.536268043036028,0,0.09493260744255638,25.762662863990617,Normal
Violent_0033,2,10.576227454235749,6.849410249661187,31.810083036142576,3,0.30130340063151173,44.874362003352395,Violent
Violent_0230,1,9.842330706087893,6.028742197103328,34.12555608059499,2,0.22563577025477835,37.35224550133335,Violent
Violent_0066,2,11.879432459058798,9.846905200239439,27.64323160141892,4,0.3458484687289632,47.00314503628869,Violent
Normal_0221,3,2.5914856686999697,1.5301053068817412,9.74667425606733,3,0.11577744732849252,24.489883686758652,Normal
Violent_0167,3,10.345221629041431,3.706007955933076,12.405219686312071,7,0.32421000166872893,36.72516272962367,Violent
Violent_0176,1,9.014596144496155,7.082918366502255,16.113189979701176,3,0.2549410036718974,46.55044912806073,Violent
Violent_0154,3,11.41800691165019,5.651322649917472,27.73229520662683,7,0.28562128543487825,57.56376649417636,Violent
Normal_0068,2,2.0580419340297214,0.5015884815706626,5.592741388551352,1,0.02088078603049552,31.896527324130666,Normal
Normal_0022,1,4.996799415375175,1.1589045040134307,1.9043686027292726,4,0.11879541699396964,34.081701000667046,Normal
Violent_0079,1,9.086706412715172,9.316104928025409,11.160757837088942,5,0.37732284454297954,57.48527819873425,Violent
Violent_0138,3,15.631200972216638,5.514522756060291,20.237464999727965,3,0.24967369438658898,46.91153161854793,Violent
Violent_0187,3,3.873068715865619,6.297561357107127,26.640661039291327,4,0.19021870033517735,59.67081972137012,Violent
Normal_0065,3,4.050069143755672,1.556668050894687,7.798562941825994,5,0.15327169468346832,33.36187088310636,Normal
Violent_0045,1,11.563932725656839,8.040371320402256,30.292734369328095,8,0.24089295600621838,52.267783301720776,Violent
Normal_0094,2,2.435131219878091,0.4332813944951799,8.896186721816385,1,0.07195822845867955,32.15528963128007,Normal
Violent_0162,3,8.729568340022478,6.411283285017056,24.545457281809387,8,0.2674813968887291,39.495608647463555,Violent
Normal_0216,1,3.4726832675277746,0.8012750926673585,8.665914158095964,2,0.10852148708439446,26.619131947752088,Normal
Normal_0081,1,2.7394285065527897,1.0363414371704929,8.775396180270317,1,0.11328277566832148,25.49472630897966,Normal
Normal_0141,2,4.8200246761894245,1.1872288765393126,8.917464888465528,1,0.1445036782617347,24.241311569019004,Normal
Normal_0030,3,3.8977397216821617,0.8417302374093845,5.722712907442807,0,0.12071515054274162,29.358098343693655,Normal
Violent_0187,3,9.727365648346353,3.8948920291336333,34.15474499998985,7,0.3551875547134608,35.80698343632929,Violent
Violent_0170,1,10.079941830400497,4.434881288718717,27.295735320683544,6,0.158403257821193,50.00103477571936,Violent
Normal_0225,2,3.860729694935109,1.363571563498656,11.770664317892496,3,0.14366496330450174,32.26524670712753,Normal
Normal_0233,1,2.0145720385798622,0.3938592989286658,10.68887051339868,2,0.1118408775241675,32.48467136234977,Normal
Normal_0052,3,4.883702919333088,1.6126314159294644,10.779340766213899,3,0.011249106043290116,27.99521551123501,Normal
Normal_0068,3,5.6647360639721445,1.219143959168333,7.876512431738397,0,0.2084267550640299,26.898129259806087,Normal
Violent_0104,3,10.44455578451404,7.147164560851318,23.143308104510872,7,0.2386262470729099,56.49984284857668,Violent
Normal_0072,3,3.403676848239776,1.4240167222141165,8.927755783205827,1,0.09650297077707709,19.981271810157132,Normal
Violent_0133,3,13.585559716000796,12.00126617601062,25.872793159874945,11,0.3578493824498462,48.614141406684936,Violent
Violent_0020,3,9.964599780276863,4.184752872870288,31.1775976796812,4,0.30076824757906007,31.54001417990323,Violent
Violent_0095,1,11.862473698690279,4.5304624600208445,23.922924912513565,7,0.21032294895907466,52.223849814100525,Violent
Violent_0170,3,5.646871671182047,3.7458942924175167,25.415136031829977,2,0.24977543771070254,35.267098323786456,Violent
Normal_0107,3,3.315195489343982,1.234640520030921,8.819873398719793,2,0.11445241152236939,33.7750203419602,Normal
Violent_0118,2,8.279873754116245,7.964174755250446,22.166356955736056,3,0.35330562092477247,48.224327483426535,Violent
Normal_0219,1,3.544426043470446,1.291737241213113,10.521950209178005,2,0.13906540141972082,26.538193684122824,Normal
Violent_0167,3,17.66751966962238,3.537919520038323,44.58469817216466,4,0.1503554431837668,40.49126445987546,Violent
Normal_0210,2,4.268943504214342,1.323420629848036,8.740249085754467,2,0.15720957264361357,25.007756673313615,Normal
Violent_0163,3,17.501516233748152,4.7129770777313205,36.24042922135075,5,0.359288144287447,32.175898374304,Violent
Violent_0082,3,9.229513484806908,7.468431104420588,29.998517574682406,8,0.2731294743574261,25.814608193847565,Violent
Normal_0079,1,4.695552930367169,1.5000108931743699,9.283716510060703,0,0.11591912989346813,24.34639526592789,Normal
Violent_0089,2,16.321582210497652,5.7788823721367795,33.0955959019571,5,0.22545515067414404,53.52561221589294,Violent
Violent_0204,1,2.8832778056318187,8.856843381839006,25.2354215446268,6,0.27975760462146304,35.49107861678975,Violent
Normal_0085,2,0.8946299505081363,0.9217842248567636,8.869377415322417,3,0.09722130948597567,25.610288358753103,Normal
Violent_0170,2,6.872290981108917,7.969140615644147,18.377447927251882,5,0.2597707099812136,53.04446083824257,Violent
Normal_0092,1,5.603044097517419,1.510142385268467,7.739919686691948,3,0.06381126188104529,29.653298235422927,Normal
Violent_0153,1,15.006061414554496,5.438365921125605,22.771321252376477,5,0.33841048042227606,49.07712997603539,Violent
Normal_0067,3,3.7360301827056195,0.0,8.417746124646486,1,0.0998286061785986,23.195743983496037,Normal
Violent_0186,3,10.2939114247443,5.976763211350563,17.26430095423759,5,0.35133691198797723,35.270941835996446,Violent
Violent_0175,1,14.033745337442534,8.302402653191137,22.21775737722587,3,0.21608765913294592,50.04666195586594,Violent
Violent_0136,1,13.230807574461156,5.118615728253602,14.846556453522288,5,0.24448888519676845,31.43053260943368,Violent
Violent_0173,1,8.236214356305876,11.175079123331198,23.479875479930257,8,0.2844180611289517,41.90518840392667,Violent
Normal_0161,1,6.545307979881155,1.0058372652053553,10.888656740923766,2,0.16161049176386708,26.74736532490126,Normal
Normal_0085,1,3.684394299211032,1.3591317507041842,12.557388319884584,3,0.11432255406025772,26.436072308350926,Normal
Normal_0028,3,2.7485584094685818,1.64363371502521,7.267874071647772,2,0.13539704975188632,31.123560478695186,Normal
Normal_0048,3,7.600336436074409,1.4030864417927997,8.406290669126344,1,0.12838976143013825,29.28075753937823,Normal
Normal_0109,3,1.18807035738048,1.0655819157372044,9.687537345609826,2,0.08756863460490799,38.68323906204941,Normal
Violent_0143,2,12.671387371090688,5.760727165473232,20.139027793311456,5,0.21313937365990981,42.32728689352175,Violent
Violent_0208,2,12.016067361853464,7.485810982795428,31.708089584118586,6,0.27660474102407234,50.80764978699992,Violent
Normal_0038,3,3.0681246678385543,0.6704449056355049,5.9592993406467665,1,0.09730669299467681,31.11336322887987,Normal
Violent_0020,1,13.7670333081666,4.22693106450523,18.216844664093582,5,0.29497841662608765,26.486465898519835,Violent
Normal_0203,2,2.2504600981514606,0.8403210379250514,7.590549865521493,1,0.11115504777244284,31.234926686794303,Normal
Violent_0051,3,16.80002721974202,11.347361383073268,36.51567775648472,7,0.3224695115668649,41.67618609659832,Violent
Normal_0083,3,4.519455945738666,0.7222193681246589,6.714097630314327,2,0.12379577798946337,33.07473273274806,Normal
Normal_0153,2,4.571177921325786,1.6442485908053577,10.73467296562617,4,0.09376468351879447,27.46311672705393,Normal
Normal_0055,3,5.694640625322267,0.8454720284232506,11.450923229797331,1,0.08592210563355529,40.43453961458711,Normal
Violent_0190,1,17.46480032661306,3.898295184445277,19.20565979971324,7,0.316322642836132,47.2974929687084,Violent
Normal_0075,1,2.6435872604833675,0.7346511632513228,8.745406835778253,4,0.14517765478551936,31.794318822825176,Normal
Violent_0074,1,12.22516082234355,1.8428948221807735,31.350154601097884,8,0.17676644197207525,41.2547509800869,Violent
Violent_0026,1,3.63203388185962,8.052594481856756,19.957415009489196,2,0.20938694945309236,39.91905201176093,Violent
Normal_0093,3,2.4473872508786227,1.5598780549591011,7.766371915295188,0,0.15725518034488634,35.93547065529729,Normal
Normal_0102,1,7.512592209885348,0.8471216448225356,8.132801712202097,1,0.18337348021379685,38.7355737894778,Normal
Normal_0065,3,3.0582592076633404,0.8325867132126051,3.7292146225134664,0,0.08974346307728051,27.284343435264304,Normal
Violent_0180,3,7.312203299773812,7.83161225412479,20.860860092991594,8,0.14237174383170573,43.16757726968731,Violent
Normal_0040,3,3.7204833542791187,1.2724901085822415,6.294631370494743,4,0.1703281220737876,32.55573835518011,Normal
Violent_0099,1,6.64032510000845,7.321747832585636,19.801078445481807,7,0.2278122505660625,34.476636140066375,Violent
Normal_0076,2,5.438222755706279,1.0810067080652217,13.164990096914208,0,0.16734149496822148,28.785564371452203,Normal
Normal_0140,2,6.228226533419739,1.6208250023698967,7.854829806421034,2,0.04621816785241703,30.969709764608666,Normal
Violent_0066,3,14.154474571477236,1.9355579573728061,14.41061657468541,5,0.28627880889214913,36.5993513542995,Violent
Violent_0175,1,5.909127898231206,6.160621848584184,29.436625708501545,4,0.2215464975542479,39.332370910324485,Violent
Violent_0217,2,8.150463694872194,2.73131243875421,23.356618328564053,3,0.2361997896286301,47.22497481474997,Violent
Normal_0002,3,1.7047569358396233,1.525370586275997,8.660579766588972,2,0.08361894437553913,32.06132956811963,Normal
Normal_0077,1,2.552326342799984,0.6575581609821046,7.438017722364671,1,0.13001651240926435,49.24420501090748,Normal
Violent_0109,1,16.70625198346108,3.859315927078571,18.38695319951644,5,0.23610459971796546,57.67836410820211,Violent
Violent_0121,2,10.202966585214181,6.177338807811915,29.871054459677055,8,0.2495160879150643,36.65735597015139,Violent
Violent_0059,2,10.747617865473483,6.659688834232667,26.576388929525393,5,0.3131249621816131,39.24421472595198,Violent
Violent_0114,2,9.721823193699798,7.37044646222288,22.814239360867422,4,0.22686966851589827,53.74450757767575,Violent
Violent_0230,3,11.072658308684025,4.944780690351796,29.798370375572095,7,0.26354690549393806,24.50747287432869,Violent
Violent_0153,2,7.457237199547087,5.756875922493463,19.905943073059433,3,0.26726013703341384,44.44087029486003,Violent
Normal_0138,3,4.460112429189221,1.1720274642079433,1.893134182697377,1,0.04970502195887906,20.286947147084454,Normal
Violent_0182,3,11.328224942620253,0.6860771662617955,25.614603624658503,3,0.24656189261236222,38.52813825176754,Violent
Normal_0079,3,5.466997291826704,0.5209323318341833,7.95921721354403,3,0.13406127000129955,18.643826172617896,Normal
Normal_0023,3,3.2884886410071874,0.7704633296122025,9.667108974323812,0,0.13002317188369372,19.595385098970333,Normal
Violent_0138,2,12.055893778934106,6.185516709792092,32.146403377626086,5,0.31701878514291865,34.27532691171781,Violent
Normal_0048,1,2.5892995303171507,0.4661713965864387,5.7153255492545645,1,0.11569588083616629,27.746888463541676,Normal
Normal_0205,2,0.8295237246609442,0.8638370322299791,5.957512622894554,0,0.15914324511864078,31.09136920721598,Normal
Normal_0037,3,3.061801626322737,1.165693832585065,9.002859582777704,0,0.13145088801570573,35.98318920828011,Normal
Normal_0010,2,1.8867778986344748,0.5439234554421071,6.391178287022759,0,0.06852707021203172,29.227793189270248,Normal
Normal_0092,3,7.416646576242513,1.2336998472673517,8.010717769566392,3,0.12889261260923038,27.322853162824874,Normal
Violent_0079,3,9.681891093342141,5.988950813275765,33.85701256996367,5,0.27214214223508565,52.381660226551716,Violent
Violent_0043,2,10.543454899293065,7.725613008908204,29.125016973627325,6,0.3822297957278364,53.01377163650547,Violent
Normal_0130,1,3.46362322898922,1.9986444967712997,6.308284089322358,0,0.14228109163133076,33.83657869823912,Normal
Violent_0058,3,12.690658925402804,3.8138495000363073,43.22020606224605,2,0.23754409932728082,41.117729021074986,Violent
Normal_0112,2,3.1422221048858265,0.6375917794615708,6.340531528669075,0,0.0691892781941566,26.6938256716712,Normal
Violent_0127,3,14.548434103088248,1.1631287725786397,26.329237482166562,5,0.23208664116796313,49.618229980361846,Violent
Normal_0000,3,4.554023066533506,1.692143973435368,2.9539821451160106,2,0.10609548004848976,33.69830805103108,Normal
Violent_0182,2,14.821276554395286,1.1636351964786344,15.779511373156582,5,0.26352610514342967,17.557033896254655,Violent
Violent_0014,2,11.807645033384578,4.183629087951518,21.806176206878796,7,0.2635553501150626,44.147210103969115,Violent
Normal_0177,1,2.5376314592374003,1.5469692734469462,7.277426555169255,1,0.15413977011121666,25.944154356692717,Normal
Violent_0038,1,15.006898355644674,8.616253784435322,30.789006254519713,9,0.320294993854325,41.27692986287627,Violent
Violent_0113,1,10.19040885974974,5.5247674504423765,21.42279124072231,7,0.23335465539467132,40.76651336002866,Violent
Normal_0038,2,5.953271964334224,1.2211763897542085,9.29045477527341,1,0.08502135242052758,31.123471338479266,Normal
Normal_0054,1,5.3134090748592,1.0775819098938024,9.910261405973944,1,0.19436379532774722,29.012467623224744,Normal
Normal_0127,3,3.0536128252083596,1.0951203186826446,4.812364555182224,2,0.0646967114709541,25.7876684156198,Normal
Normal_0227,1,0.9109109264064457,1.610768970553255,4.504896329186128,4,0.10991790503393319,25.76564727015089,Normal
Normal_0123,3,5.243834443731052,1.1872719481448681,6.255588285690472,0,0.1632989354991489,38.049346463870464,Normal
Normal_0046,3,3.8744544219029478,0.6979380779054091,5.949563472336543,2,0.09232558192884228,41.32441906649392,Normal
Violent_0210,3,9.654390326873472,5.484906250266747,32.29037239066046,10,0.2940429497885,41.72120673408585,Violent
Normal_0018,1,4.698201980672843,0.7095769389446509,10.388387879330251,3,0.19468530267377077,32.44136021585997,Normal
Normal_0147,1,3.6923401324918377,0.3415257757710677,5.530861224157668,1,0.16960208282676104,30.8205489545129,Normal
Violent_0142,1,4.915527726500065,4.349714197531293,32.43954702802377,11,0.23965770222747418,37.75016287736356,Violent
Violent_0220,2,7.18152967491618,7.1055833677051545,33.70533646593097,5,0.2668736928068819,40.58635735048432,Violent
Violent_0199,2,14.75066427789221,4.590141477012496,22.562717718238382,2,0.26479270975458885,42.430929600786484,Violent
Violent_0091,1,8.73067073563312,7.771413173331911,29.899600863477165,7,0.21757619379946871,45.572854066227364,Violent
Violent_0018,3,12.021205444529327,4.901123605826861,11.925613954887876,7,0.4005575690851604,54.996936186919164,Violent
Normal_0019,3,3.9620834807062124,1.4593168414768942,10.403965013840914,0,0.07799187137708224,28.48680576494979,Normal
Violent_0228,3,16.390636675950297,5.485878386315219,39.85787811326051,4,0.18808318255643508,37.15577655483291,Violent
Normal_0097,2,3.846431343726042,1.3855354220510152,3.6023027783830424,0,0.1611762954120011,30.516296957239284,Normal
Normal_0172,3,1.8802491689822212,0.8696825143515142,4.003086481414552,0,0.05441263087682546,33.59413053297878,Normal
Violent_0236,1,8.998680809133432,4.764113269927998,12.135251192111307,4,0.21167137345545106,39.48636578197475,Violent
Violent_0078,2,22.115833991507895,8.231805126726043,27.922971456955064,2,0.34448084442852767,49.56757996249939,Violent
Normal_0133,3,6.839248735274699,2.098399461017177,5.881833693427996,1,0.03592371902630771,25.164103405239455,Normal
Normal_0008,1,5.880485171611279,0.992227460036605,5.1486825221143935,1,0.16564709183089857,30.28207711577806,Normal
Normal_0001,1,5.499324086025387,1.3775995565548467,4.50879844775426,0,0.07520641349969576,31.33495712589505,Normal
Violent_0005,2,13.419848011655073,7.714407869633779,25.574606496926616,4,0.27829835713937173,55.269090002064296,Violent
Violent_0018,1,10.634466656285454,4.387102279843882,24.214801065375045,6,0.2842599773525737,30.444258342077646,Violent
Violent_0127,3,8.974574545205108,0.3014403530140939,17.23747368440943,11,0.2811288255701062,47.08651801117476,Violent
Normal_0042,1,4.499572189693554,1.1206358346181038,12.427602247722511,1,0.07059856643595189,29.424804821698224,Normal
Violent_0108,2,5.46647787594075,2.0631108224190045,34.3865457654894,5,0.24551609150797132,47.351776958634325,Violent
Normal_0215,1,3.642759954543779,1.4572728869737124,9.618893472947493,2,0.16623749002055793,40.07451772952594,Normal
Violent_0061,2,9.819592934508398,7.342375636894051,39.363530433684836,8,0.26552492319904464,43.85408407208388,Violent
Violent_0209,1,11.230446534840741,6.771502270588653,26.281415274070643,2,0.3339088238697103,45.139078432311464,Violent
Normal_0175,1,4.655145795846666,1.1381621431645332,4.578496113761835,2,0.09294511211149188,35.34930340197505,Normal
Violent_0221,3,20.387865963389252,5.3295818757280795,21.81671480428157,6,0.28631032504439646,31.180828609521114,Violent
Violent_0207,3,13.211251963326145,1.747121845299179,28.431463434845924,7,0.22858397739304231,55.885855254692714,Violent
Violent_0081,1,11.535194848745633,6.4277096335252715,24.975928245288554,7,0.3309937122176645,44.68473719648099,Violent
Normal_0109,2,5.482821169719836,1.9032035557907288,5.200001696958953,2,0.11860206578934263,34.93229903266233,Normal
Violent_0048,1,20.727575473575953,3.7288147865618133,22.51623146341355,5,0.2375195968166817,43.512391129004186,Violent
Violent_0170,3,9.529331842387483,5.510956795108105,42.588766049776595,6,0.3374136784388885,54.25164090734097,Violent
