IdNroServicio,Tarifa,Periodo,ConsumoEAT,Hurtos
100010,Comercial,2024-02-01,589.74,0
100010,Comercial,2024-03-01,666.27,0
100010,Comercial,2024-04-01,415.34,0
100010,Comercial,2024-05-01,413.98,0
100011,Comercial,2023-06-01,529.27,0
100011,Comercial,2023-07-01,556.18,0
100011,Comercial,2023-08-01,484.99,0
100011,Comercial,2023-09-01,464.63,0
100011,Comercial,2023-10-01,726.32,0
100011,Comercial,2023-11-01,464.41,0
100011,Comercial,2023-12-01,513.79,0
100011,Comercial,2024-01-01,527.55,0
100011,Comercial,2024-02-01,552.13,0
100011,Comercial,2024-03-01,552.57,0
100011,Comercial,2024-04-01,519.87,0
100011,Comercial,2024-05-01,434.53,0
100012,Residencial,2023-06-01,172.26,0
100012,Residencial,2023-07-01,236.6,0
100012,Residencial,2023-08-01,207.69,0
100012,Residencial,2023-09-01,170.82,0
100012,Residencial,2023-10-01,170.35,0
100012,Residencial,2023-11-01,213.83,0
100012,Residencial,2023-12-01,182.11,0
100012,Residencial,2024-01-01,171.71,0
100012,Residencial,2024-02-01,141.0,0
100012,Residencial,2024-03-01,154.78,0
100012,Residencial,2024-04-01,62.27,0
100012,Residencial,2024-05-01,118.69,0
100013,Residencial,2023-06-01,150.52,0
100013,Residencial,2023-07-01,169.92,0
100013,Residencial,2023-08-01,198.99,0
100013,Residencial,2023-09-01,132.38,0
100013,Residencial,2023-10-01,180.69,0
100013,Residencial,2023-11-01,130.87,0
100013,Residencial,2023-12-01,186.31,0
100013,Residencial,2024-01-01,173.28,0
100013,Residencial,2024-02-01,173.86,0
100013,Residencial,2024-03-01,179.33,0
100013,Residencial,2024-04-01,151.31,0
100013,Residencial,2024-05-01,142.77,0
100014,Residencial,2023-06-01,167.54,0
100014,Residencial,2023-07-01,211.71,0
100014,Residencial,2023-08-01,181.66,0
100014,Residencial,2023-09-01,160.33,0
100014,Residencial,2023-10-01,227.16,0
100014,Residencial,2023-11-01,163.1,0
100014,Residencial,2023-12-01,161.62,0
100014,Residencial,2024-01-01,152.2,0
100014,Residencial,2024-02-01,196.86,0
100014,Residencial,2024-03-01,207.48,0
100014,Residencial,2024-04-01,215.53,0
100014,Residencial,2024-05-01,207.06,0
100015,Industrial,2023-06-01,2818.3,1
100015,Industrial,2023-07-01,2655.08,1
100015,Industrial,2023-08-01,2369.86,1
100015,Industrial,2023-09-01,3156.35,1
100015,Industrial,2023-10-01,1622.02,1
100015,Industrial,2023-11-01,1544.04,1
100015,Industrial,2023-12-01,900.7,1
100015,Industrial,2024-01-01,1080.42,1
100015,Industrial,2024-02-01,2193.3,1
100015,Industrial,2024-03-01,1971.43,1
100015,Industrial,2024-04-01,1443.84,1
100015,Industrial,2024-05-01,1300.4,1
100016,Residencial,2023-06-01,175.08,0
100016,Residencial,2023-07-01,209.18,0
100016,Residencial,2023-08-01,201.25,0
100016,Residencial,2023-09-01,239.59,0
100016,Residencial,2023-10-01,194.22,0
100016,Residencial,2023-11-01,171.91,0
100016,Residencial,2023-12-01,100.97,0
100016,Residencial,2024-01-01,107.09,0
100016,Residencial,2024-02-01,93.32,0
100016,Residencial,2024-03-01,115.82,0
100016,Residencial,2024-04-01,86.58,0
100016,Residencial,2024-05-01,104.93,0
100017,Residencial,2023-06-01,183.1,0
100017,Residencial,2023-07-01,222.38,0
100017,Residencial,2023-08-01,172.16,0
100017,Residencial,2023-09-01,189.12,0
100017,Residencial,2023-10-01,140.74,0
100017,Residencial,2023-11-01,227.35,0
100017,Residencial,2023-12-01,188.58,0
100017,Residencial,2024-01-01,131.38,0
100017,Residencial,2024-02-01,187.85,0
100017,Residencial,2024-03-01,164.45,0
100017,Residencial,2024-04-01,163.33,0
100017,Residencial,2024-05-01,210.24,0
100018,Industrial,2023-06-01,2677.28,0
100018,Industrial,2023-07-01,2442.77,0
100018,Industrial,2023-08-01,2904.62,0
100018,Industrial,2023-09-01,2860.76,0
100018,Industrial,2023-10-01,2067.13,0
100018,Industrial,2023-11-01,2399.78,0
100018,Industrial,2023-12-01,2178.93,0
100018,Industrial,2024-01-01,2044.32,0
100018,Industrial,2024-02-01,2174.13,0
100018,Industrial,2024-03-01,2620.82,0
100018,Industrial,2024-04-01,1843.34,0
100018,Industrial,2024-05-01,1809.32,0
100019,Residencial,2023-06-01,211.16,0
100019,Residencial,2023-07-01,159.71,0
100019,Residencial,2023-08-01,158.74,0
100019,Residencial,2023-09-01,182.98,0
100019,Residencial,2023-10-01,177.76,0
100019,Residencial,2023-11-01,187.12,0
100019,Residencial,2023-12-01,114.2,0
100019,Residencial,2024-01-01,206.75,0
100019,Residencial,2024-02-01,153.77,0
100019,Residencial,2024-03-01,189.55,0
100019,Residencial,2024-04-01,221.87,0
100019,Residencial,2024-05-01,154.96,0
100020,Comercial,2023-06-01,506.45,0
100020,Comercial,2023-07-01,556.75,0
100020,Comercial,2023-08-01,579.07,0
100020,Comercial,2023-09-01,450.84,0
100020,Comercial,2023-10-01,415.87,0
100020,Comercial,2023-11-01,403.66,0
100020,Comercial,2023-12-01,561.02,0
100020,Comercial,2024-01-01,413.2,0
100020,Comercial,2024-02-01,636.52,0
100020,Comercial,2024-03-01,563.26,0
100020,Comercial,2024-04-01,641.65,0
100020,Comercial,2024-05-01,716.3,0
100021,Industrial,2023-06-01,2915.58,0
100021,Industrial,2023-07-01,2255.38,0
100021,Industrial,2023-08-01,2282.82,0
100021,Industrial,2023-09-01,2695.74,0
100021,Industrial,2023-10-01,2901.42,0
100021,Industrial,2023-11-01,2365.85,0
100021,Industrial,2023-12-01,1949.0,0
100021,Industrial,2024-01-01,1538.36,0
100021,Industrial,2024-02-01,2992.99,0
100021,Industrial,2024-03-01,2654.13,0
100021,Industrial,2024-04-01,2028.9,0
100021,Industrial,2024-05-01,3042.67,0
100022,Residencial,2023-06-01,209.03,0
100022,Residencial,2023-07-01,185.2,0
100022,Residencial,2023-08-01,197.41,0
100022,Residencial,2023-09-01,210.44,0
100022,Residencial,2023-10-01,163.42,0
100022,Residencial,2023-11-01,170.99,0
100022,Residencial,2023-12-01,176.34,0
100022,Residencial,2024-01-01,190.37,0
100022,Residencial,2024-02-01,223.26,0
100022,Residencial,2024-03-01,231.23,0
100022,Residencial,2024-04-01,197.27,0
100022,Residencial,2024-05-01,189.48,0
100023,Residencial,2023-06-01,163.47,0
100023,Residencial,2023-07-01,205.46,0
100023,Residencial,2023-08-01,146.35,0
100023,Residencial,2023-09-01,195.21,0
100023,Residencial,2023-10-01,158.54,0
100023,Residencial,2023-11-01,151.31,0
100023,Residencial,2023-12-01,193.09,0
100023,Residencial,2024-01-01,161.53,0
100023,Residencial,2024-02-01,179.66,0
100023,Residencial,2024-03-01,154.1,0
100023,Residencial,2024-04-01,142.02,0
100023,Residencial,2024-05-01,133.69,0
100024,Industrial,2023-06-01,2243.68,0
100024,Industrial,2023-07-01,1842.52,0
100024,Industrial,2023-08-01,2406.26,0
100024,Industrial,2023-09-01,2293.11,0
100024,Industrial,2023-10-01,1555.62,0
100024,Industrial,2023-11-01,2054.21,0
100024,Industrial,2023-12-01,1650.76,0
100024,Industrial,2024-01-01,2475.51,0
100024,Industrial,2024-02-01,3126.05,0
100024,Industrial,2024-03-01,2673.57,0
100024,Industrial,2024-04-01,2191.42,0
100024,Industrial,2024-05-01,2624.69,0
100025,Residencial,2023-06-01,224.5,0
100025,Residencial,2023-07-01,157.67,0
100025,Residencial,2023-08-01,175.07,0
100025,Residencial,2023-09-01,155.96,0
100025,Residencial,2023-10-01,226.1,0
100025,Residencial,2023-11-01,184.17,0
100025,Residencial,2023-12-01,163.02,0
100025,Residencial,2024-01-01,181.82,0
100025,Residencial,2024-02-01,150.01,0
100025,Residencial,2024-03-01,217.98,0
100025,Residencial,2024-04-01,202.44,0
100025,Residencial,2024-05-01,238.64,0
100026,Residencial,2023-06-01,175.87,1
100026,Residencial,2023-07-01,182.1,1
100026,Residencial,2023-08-01,149.62,1
100026,Residencial,2023-09-01,186.96,1
100026,Residencial,2023-10-01,126.75,1
100026,Residencial,2023-11-01,87.68,1
100026,Residencial,2023-12-01,85.12,1
100026,Residencial,2024-01-01,120.7,1
100026,Residencial,2024-02-01,150.55,1
100026,Residencial,2024-03-01,64.09,1
100026,Residencial,2024-04-01,117.24,1
100026,Residencial,2024-05-01,117.55,1
100027,Comercial,2023-06-01,493.8,0
100027,Comercial,2023-07-01,698.2,0
100027,Comercial,2023-08-01,301.91,0
100027,Comercial,2023-09-01,474.95,0
100027,Comercial,2023-10-01,165.5,0
100027,Comercial,2023-11-01,537.42,0
100027,Comercial,2023-12-01,483.16,0
100027,Comercial,2024-01-01,506.0,0
100027,Comercial,2024-02-01,393.83,0
100027,Comercial,2024-03-01,519.32,0
100027,Comercial,2024-04-01,430.84,0
100027,Comercial,2024-05-01,430.11,0
100028,Comercial,2023-06-01,395.98,0
100028,Comercial,2023-07-01,513.72,0
100028,Comercial,2023-08-01,459.44,0
100028,Comercial,2023-09-01,476.89,0
100028,Comercial,2023-10-01,579.58,0
100028,Comercial,2023-11-01,476.04,0
100028,Comercial,2023-12-01,562.79,0
100028,Comercial,2024-01-01,512.32,0
100028,Comercial,2024-02-01,518.93,0
100028,Comercial,2024-03-01,553.6,0
100028,Comercial,2024-04-01,601.88,0
100028,Comercial,2024-05-01,516.0,0
100029,Residencial,2023-06-01,230.13,0
100029,Residencial,2023-07-01,168.72,0
100029,Residencial,2023-08-01,171.17,0
100029,Residencial,2023-09-01,181.54,0
100029,Residencial,2023-10-01,138.74,0
100029,Residencial,2023-11-01,104.46,0
100029,Residencial,2023-12-01,138.19,0
100029,Residencial,2024-01-01,178.85,0
100029,Residencial,2024-02-01,230.6,0
100029,Residencial,2024-03-01,223.81,0
100029,Residencial,2024-04-01,195.48,0
100029,Residencial,2024-05-01,240.33,0
100030,Residencial,2023-06-01,151.97,0
100030,Residencial,2023-07-01,123.53,0
100030,Residencial,2023-08-01,189.46,0
100030,Residencial,2023-09-01,213.58,0
100030,Residencial,2023-10-01,184.32,0
100030,Residencial,2023-11-01,168.54,0
100030,Residencial,2023-12-01,175.11,0
100030,Residencial,2024-01-01,167.83,0
100030,Residencial,2024-02-01,166.34,0
100030,Residencial,2024-03-01,161.44,0
100030,Residencial,2024-04-01,152.7,0
100030,Residencial,2024-05-01,172.12,0
100031,Residencial,2023-06-01,150.71,0
100031,Residencial,2023-07-01,151.46,0
100031,Residencial,2023-08-01,211.67,0
100031,Residencial,2023-09-01,226.11,0
100031,Residencial,2023-10-01,213.65,0
100031,Residencial,2023-11-01,229.11,0
100031,Residencial,2023-12-01,204.47,0
100031,Residencial,2024-01-01,214.09,0
100031,Residencial,2024-02-01,188.27,0
100031,Residencial,2024-03-01,171.49,0
100031,Residencial,2024-04-01,132.03,0
100031,Residencial,2024-05-01,219.69,0
100032,Residencial,2023-06-01,190.79,1
100032,Residencial,2023-07-01,224.54,1
100032,Residencial,2023-08-01,181.53,1
100032,Residencial,2023-09-01,211.75,1
100032,Residencial,2023-10-01,160.43,1
100032,Residencial,2023-11-01,161.5,1
100032,Residencial,2023-12-01,205.99,1
100032,Residencial,2024-01-01,99.33,1
100032,Residencial,2024-02-01,120.76,1
100032,Residencial,2024-03-01,56.16,1
100032,Residencial,2024-04-01,183.93,1
100032,Residencial,2024-05-01,138.42,1
100033,Residencial,2023-06-01,253.0,0
100033,Residencial,2023-07-01,223.14,0
100033,Residencial,2023-08-01,191.49,0
100033,Residencial,2023-09-01,227.55,0
100033,Residencial,2023-10-01,120.94,0
100033,Residencial,2023-11-01,158.04,0
100033,Residencial,2023-12-01,135.21,0
100033,Residencial,2024-01-01,199.61,0
100033,Residencial,2024-02-01,221.05,0
100033,Residencial,2024-03-01,206.59,0
100033,Residencial,2024-04-01,208.76,0
100033,Residencial,2024-05-01,200.14,0
100034,Residencial,2023-06-01,160.53,1
100034,Residencial,2023-07-01,202.77,1
100034,Residencial,2023-08-01,181.06,1
100034,Residencial,2023-09-01,186.9,1
100034,Residencial,2023-10-01,241.03,1
100034,Residencial,2023-11-01,62.86,1
100034,Residencial,2023-12-01,25.03,1
100034,Residencial,2024-01-01,88.01,1
100034,Residencial,2024-02-01,45.22,1
100034,Residencial,2024-03-01,107.01,1
100034,Residencial,2024-04-01,107.18,1
100034,Residencial,2024-05-01,111.7,1
100035,Comercial,2023-06-01,592.34,0
100035,Comercial,2023-07-01,540.68,0
100035,Comercial,2023-08-01,449.66,0
100035,Comercial,2023-09-01,506.52,0
100035,Comercial,2023-10-01,596.23,0
100035,Comercial,2023-11-01,333.86,0
100035,Comercial,2023-12-01,378.98,0
100035,Comercial,2024-01-01,547.42,0
100035,Comercial,2024-02-01,424.27,0
100035,Comercial,2024-03-01,598.96,0
100035,Comercial,2024-04-01,496.48,0
100035,Comercial,2024-05-01,679.41,0
100036,Comercial,2023-06-01,595.29,1
100036,Comercial,2023-07-01,529.0,1
100036,Comercial,2023-08-01,391.52,1
100036,Comercial,2023-09-01,403.65,1
100036,Comercial,2023-10-01,329.46,1
100036,Comercial,2023-11-01,443.01,1
100036,Comercial,2023-12-01,641.53,1
100036,Comercial,2024-01-01,644.25,1
100036,Comercial,2024-02-01,601.3,1
100036,Comercial,2024-03-01,279.72,1
100036,Comercial,2024-04-01,246.11,1
100036,Comercial,2024-05-01,371.9,1
100037,Residencial,2023-06-01,224.18,0
100037,Residencial,2023-07-01,184.71,0
100037,Residencial,2023-08-01,161.29,0
100037,Residencial,2023-09-01,160.19,0
100037,Residencial,2023-10-01,188.25,0
100037,Residencial,2023-11-01,214.77,0
100037,Residencial,2023-12-01,169.68,0
100037,Residencial,2024-01-01,189.87,0
100037,Residencial,2024-02-01,158.83,0
100037,Residencial,2024-03-01,207.05,0
100037,Residencial,2024-04-01,222.13,0
100037,Residencial,2024-05-01,152.42,0
100038,Residencial,2023-06-01,177.65,0
100038,Residencial,2023-07-01,126.23,0
100038,Residencial,2023-08-01,139.93,0
100038,Residencial,2023-09-01,132.72,0
100038,Residencial,2023-10-01,186.05,0
100038,Residencial,2023-11-01,171.31,0
100038,Residencial,2023-12-01,177.53,0
100038,Residencial,2024-01-01,197.83,0
100038,Residencial,2024-02-01,212.05,0
100038,Residencial,2024-03-01,204.46,0
100038,Residencial,2024-04-01,203.54,0
100038,Residencial,2024-05-01,180.67,0
100039,Residencial,2023-06-01,219.94,0
100039,Residencial,2023-07-01,185.73,0
100039,Residencial,2023-08-01,203.46,0
100039,Residencial,2023-09-01,197.39,0
100039,Residencial,2023-10-01,173.23,0
100039,Residencial,2023-11-01,183.48,0
100039,Residencial,2023-12-01,126.14,0
100039,Residencial,2024-01-01,147.78,0
100039,Residencial,2024-02-01,165.45,0
100039,Residencial,2024-03-01,130.74,0
100039,Residencial,2024-04-01,124.52,0
100039,Residencial,2024-05-01,92.31,0
100040,Residencial,2023-06-01,192.05,0
100040,Residencial,2023-07-01,152.85,0
100040,Residencial,2023-08-01,140.3,0
100040,Residencial,2023-09-01,208.14,0
100040,Residencial,2023-10-01,188.41,0
100040,Residencial,2023-11-01,171.05,0
100040,Residencial,2023-12-01,192.29,0
100040,Residencial,2024-01-01,148.19,0
100040,Residencial,2024-02-01,193.28,0
100040,Residencial,2024-03-01,205.96,0
100040,Residencial,2024-04-01,204.25,0
100040,Residencial,2024-05-01,205.38,0
100041,Residencial,2023-06-01,207.89,0
100041,Residencial,2023-07-01,207.59,0
100041,Residencial,2023-08-01,226.62,0
100041,Residencial,2023-09-01,219.72,0
100041,Residencial,2023-10-01,186.57,0
100041,Residencial,2023-11-01,110.43,0
100041,Residencial,2023-12-01,100.4,0
100041,Residencial,2024-01-01,122.55,0
100041,Residencial,2024-02-01,116.77,0
100041,Residencial,2024-03-01,122.23,0
100041,Residencial,2024-04-01,67.39,0
100041,Residencial,2024-05-01,128.6,0
100042,Comercial,2023-06-01,705.22,0
100042,Comercial,2023-07-01,523.89,0
100042,Comercial,2023-08-01,395.8,0
100042,Comercial,2023-09-01,450.34,0
100042,Comercial,2023-10-01,614.01,0
100042,Comercial,2023-11-01,477.12,0
100042,Comercial,2023-12-01,380.25,0
100042,Comercial,2024-01-01,150.13,0
100042,Comercial,2024-02-01,240.52,0
100042,Comercial,2024-03-01,454.8,0
100042,Comercial,2024-04-01,232.59,0
100042,Comercial,2024-05-01,328.74,0
100043,Residencial,2023-06-01,212.87,0
100043,Residencial,2023-07-01,144.21,0
100043,Residencial,2023-08-01,170.38,0
100043,Residencial,2023-09-01,131.23,0
100043,Residencial,2023-10-01,154.84,0
100043,Residencial,2023-11-01,127.71,0
100043,Residencial,2023-12-01,220.19,0
100043,Residencial,2024-01-01,159.02,0
100043,Residencial,2024-02-01,233.5,0
100043,Residencial,2024-03-01,197.43,0
100043,Residencial,2024-04-01,189.04,0
100043,Residencial,2024-05-01,204.48,0
100044,Residencial,2023-06-01,272.8,1
100044,Residencial,2023-07-01,180.41,1
100044,Residencial,2023-08-01,202.99,1
100044,Residencial,2023-09-01,166.39,1
100044,Residencial,2023-10-01,194.39,1
100044,Residencial,2023-11-01,170.45,1
100044,Residencial,2023-12-01,187.65,1
100044,Residencial,2024-01-01,181.44,1
100044,Residencial,2024-02-01,32.69,1
100044,Residencial,2024-03-01,59.18,1
100044,Residencial,2024-04-01,57.03,1
100044,Residencial,2024-05-01,80.52,1
100045,Comercial,2023-06-01,453.01,0
100045,Comercial,2023-07-01,505.61,0
100045,Comercial,2023-08-01,398.48,0
100045,Comercial,2023-09-01,528.89,0
100045,Comercial,2023-10-01,510.28,0
100045,Comercial,2023-11-01,450.44,0
100045,Comercial,2023-12-01,286.62,0
100045,Comercial,2024-01-01,542.7,0
100045,Comercial,2024-02-01,536.6,0
100045,Comercial,2024-03-01,551.5,0
100045,Comercial,2024-04-01,548.22,0
100045,Comercial,2024-05-01,426.46,0
100046,Residencial,2023-06-01,200.58,0
100046,Residencial,2023-07-01,228.71,0
100046,Residencial,2023-08-01,175.9,0
100046,Residencial,2023-09-01,194.81,0
100046,Residencial,2023-10-01,130.33,0
100046,Residencial,2023-11-01,140.91,0
100046,Residencial,2023-12-01,157.52,0
100046,Residencial,2024-01-01,186.31,0
100046,Residencial,2024-02-01,196.19,0
100046,Residencial,2024-03-01,217.93,0
100046,Residencial,2024-04-01,167.77,0
100046,Residencial,2024-05-01,202.11,0
100047,Industrial,2023-06-01,2986.92,0
100047,Industrial,2023-07-01,2247.98,0
100047,Industrial,2023-08-01,3257.29,0
100047,Industrial,2023-09-01,3247.69,0
100047,Industrial,2023-10-01,2675.68,0
100047,Industrial,2023-11-01,2631.25,0
100047,Industrial,2023-12-01,1632.18,0
100047,Industrial,2024-01-01,3267.35,0
100047,Industrial,2024-02-01,2365.01,0
100047,Industrial,2024-03-01,2823.78,0
100047,Industrial,2024-04-01,2172.56,0
100047,Industrial,2024-05-01,2592.59,0
100048,Residencial,2023-06-01,162.31,0
100048,Residencial,2023-07-01,170.05,0
100048,Residencial,2023-08-01,188.92,0
100048,Residencial,2023-09-01,189.7,0
100048,Residencial,2023-10-01,190.19,0
100048,Residencial,2023-11-01,169.89,0
100048,Residencial,2023-12-01,180.61,0
100048,Residencial,2024-01-01,213.84,0
100048,Residencial,2024-02-01,179.75,0
100048,Residencial,2024-03-01,162.21,0
100048,Residencial,2024-04-01,137.01,0
100048,Residencial,2024-05-01,156.68,0
100049,Comercial,2023-06-01,421.21,0
100049,Comercial,2023-07-01,785.77,0
100049,Comercial,2023-08-01,722.32,0
100049,Comercial,2023-09-01,323.71,0
100049,Comercial,2023-10-01,373.57,0
100049,Comercial,2023-11-01,483.26,0
100049,Comercial,2023-12-01,690.91,0
100049,Comercial,2024-01-01,660.65,0
100049,Comercial,2024-02-01,600.45,0
100049,Comercial,2024-03-01,436.01,0
100049,Comercial,2024-04-01,475.21,0
100049,Comercial,2024-05-01,274.26,0
100050,Residencial,2023-06-01,143.08,0
100050,Residencial,2023-07-01,187.53,0
100050,Residencial,2023-08-01,227.1,0
100050,Residencial,2023-09-01,165.92,0
100050,Residencial,2023-10-01,197.3,0
100050,Residencial,2023-11-01,178.76,0
100050,Residencial,2023-12-01,183.19,0
100050,Residencial,2024-01-01,205.55,0
100050,Residencial,2024-02-01,141.63,0
100050,Residencial,2024-03-01,253.1,0
100050,Residencial,2024-04-01,226.41,0
100050,Residencial,2024-05-01,212.99,0
100051,Residencial,2023-06-01,242.18,1
100051,Residencial,2023-07-01,240.48,1
100051,Residencial,2023-08-01,226.84,1
100051,Residencial,2023-09-01,185.29,1
100051,Residencial,2023-10-01,160.15,1
100051,Residencial,2023-11-01,231.24,1
100051,Residencial,2023-12-01,143.98,1
100051,Residencial,2024-01-01,152.64,1
100051,Residencial,2024-02-01,72.01,1
100051,Residencial,2024-03-01,59.47,1
100051,Residencial,2024-04-01,83.82,1
100051,Residencial,2024-05-01,118.25,1
100052,Comercial,2023-06-01,627.67,0
100052,Comercial,2023-07-01,335.23,0
100052,Comercial,2023-08-01,397.67,0
100052,Comercial,2023-09-01,470.9,0
100052,Comercial,2023-10-01,355.58,0
100052,Comercial,2023-11-01,334.08,0
100052,Comercial,2023-12-01,519.48,0
100052,Comercial,2024-01-01,471.09,0
100052,Comercial,2024-02-01,424.85,0
100052,Comercial,2024-03-01,603.92,0
100052,Comercial,2024-04-01,517.17,0
100052,Comercial,2024-05-01,333.77,0
100053,Residencial,2023-06-01,166.15,0
100053,Residencial,2023-07-01,151.8,0
100053,Residencial,2023-08-01,175.65,0
100053,Residencial,2023-09-01,210.04,0
100053,Residencial,2023-10-01,163.11,0
100053,Residencial,2023-11-01,182.76,0
100053,Residencial,2023-12-01,190.89,0
100053,Residencial,2024-01-01,187.51,0
100053,Residencial,2024-02-01,222.29,0
100053,Residencial,2024-03-01,181.46,0
100053,Residencial,2024-04-01,200.86,0
100053,Residencial,2024-05-01,192.0,0
100054,Residencial,2023-06-01,254.56,0
100054,Residencial,2023-07-01,222.57,0
100054,Residencial,2023-08-01,167.1,0
100054,Residencial,2023-09-01,172.15,0
100054,Residencial,2023-10-01,148.1,0
100054,Residencial,2023-11-01,213.5,0
100054,Residencial,2023-12-01,146.33,0
100054,Residencial,2024-01-01,179.43,0
100054,Residencial,2024-02-01,138.51,0
100054,Residencial,2024-03-01,174.07,0
100054,Residencial,2024-04-01,163.01,0
100054,Residencial,2024-05-01,120.75,0
