id,ts,consumo
1,2025-01-01 23:30:00,4.543
1,2025-01-01 23:45:00,4.608
1,2025-01-02 00:00:00,5.082
1,2025-01-02 00:15:00,5.035
1,2025-01-02 00:30:00,5.421
1,2025-01-02 00:45:00,5.483
1,2025-01-02 01:00:00,5.93
1,2025-01-02 01:15:00,5.624
1,2025-01-02 01:30:00,5.84
1,2025-01-02 01:45:00,5.203
1,2025-01-02 02:00:00,5.358
1,2025-01-02 02:15:00,5.847
1,2025-01-02 02:30:00,5.762
1,2025-01-02 02:45:00,5.898
1,2025-01-02 03:00:00,5.302
1,2025-01-02 03:15:00,5.418
1,2025-01-02 03:30:00,4.747
1,2025-01-02 03:45:00,5.026
1,2025-01-02 04:00:00,4.978
1,2025-01-02 04:15:00,4.903
1,2025-01-02 04:30:00,4.622
1,2025-01-02 04:45:00,4.827
1,2025-01-02 05:00:00,4.051
1,2025-01-02 05:15:00,3.918
1,2025-01-02 05:30:00,4.181
1,2025-01-02 05:45:00,3.803
1,2025-01-02 06:00:00,4.07
1,2025-01-02 06:15:00,3.754
1,2025-01-02 06:30:00,3.519
1,2025-01-02 06:45:00,2.872
1,2025-01-02 07:00:00,3.021
1,2025-01-02 07:15:00,3.128
1,2025-01-02 07:30:00,2.796
1,2025-01-02 07:45:00,2.934
1,2025-01-02 08:00:00,2.855
1,2025-01-02 08:15:00,2.499
1,2025-01-02 08:30:00,2.365
1,2025-01-02 08:45:00,2.829
1,2025-01-02 09:00:00,2.552
1,2025-01-02 09:15:00,2.513
1,2025-01-02 09:30:00,2.706
1,2025-01-02 09:45:00,2.87
1,2025-01-02 10:00:00,1.712
1,2025-01-02 10:15:00,2.759
1,2025-01-02 10:30:00,2.631
1,2025-01-02 10:45:00,2.296
1,2025-01-02 11:00:00,2.658
1,2025-01-02 11:15:00,2.337
1,2025-01-02 11:30:00,2.756
1,2025-01-02 11:45:00,2.643
1,2025-01-02 12:00:00,2.466
1,2025-01-02 12:15:00,2.215
1,2025-01-02 12:30:00,2.403
1,2025-01-02 12:45:00,2.177
1,2025-01-02 13:00:00,2.239
1,2025-01-02 13:15:00,2.482
1,2025-01-02 13:30:00,2.433
1,2025-01-02 13:45:00,2.333
1,2025-01-02 14:00:00,2.952
1,2025-01-02 14:15:00,2.449
1,2025-01-02 14:30:00,2.636
1,2025-01-02 14:45:00,2.706
1,2025-01-02 15:00:00,2.233
1,2025-01-02 15:15:00,3.517
1,2025-01-02 15:30:00,2.813
1,2025-01-02 15:45:00,3.245
1,2025-01-02 16:00:00,2.638
1,2025-01-02 16:15:00,3.259
1,2025-01-02 16:30:00,3.027
1,2025-01-02 16:45:00,3.455
1,2025-01-02 17:00:00,4.052
1,2025-01-02 17:15:00,4.093
1,2025-01-02 17:30:00,4.221
1,2025-01-02 17:45:00,4.364
1,2025-01-02 18:00:00,3.974
1,2025-01-02 18:15:00,4.303
1,2025-01-02 18:30:00,4.897
1,2025-01-02 18:45:00,5.267
1,2025-01-02 19:00:00,5.2
1,2025-01-02 19:15:00,5.377
1,2025-01-02 19:30:00,5.506
1,2025-01-02 19:45:00,5.664
1,2025-01-02 20:00:00,5.71
1,2025-01-02 20:15:00,5.394
1,2025-01-02 20:30:00,5.973
1,2025-01-02 20:45:00,5.54
1,2025-01-02 21:00:00,5.41
1,2025-01-02 21:15:00,5.797
1,2025-01-02 21:30:00,5.396
1,2025-01-02 21:45:00,5.4
1,2025-01-02 22:00:00,5.615
1,2025-01-02 22:15:00,5.283
1,2025-01-02 22:30:00,5.147
1,2025-01-02 22:45:00,5.349
1,2025-01-02 23:00:00,5.364
1,2025-01-02 23:15:00,5.11
1,2025-01-02 23:30:00,4.985
1,2025-01-02 23:45:00,4.217
1,2025-01-03 00:00:00,5.25
1,2025-01-03 00:15:00,5.232
1,2025-01-03 00:30:00,5.191
1,2025-01-03 00:45:00,5.414
1,2025-01-03 01:00:00,5.494
1,2025-01-03 01:15:00,5.408
1,2025-01-03 01:30:00,5.242
1,2025-01-03 01:45:00,5.858
1,2025-01-03 02:00:00,5.841
1,2025-01-03 02:15:00,6.098
1,2025-01-03 02:30:00,6.014
1,2025-01-03 02:45:00,5.717
1,2025-01-03 03:00:00,5.803
1,2025-01-03 03:15:00,5.874
1,2025-01-03 03:30:00,5.196
1,2025-01-03 03:45:00,5.169
1,2025-01-03 04:00:00,5.154
1,2025-01-03 04:15:00,4.588
1,2025-01-03 04:30:00,4.489
1,2025-01-03 04:45:00,4.753
1,2025-01-03 05:00:00,4.306
1,2025-01-03 05:15:00,4.352
1,2025-01-03 05:30:00,4.037
1,2025-01-03 05:45:00,4.206
1,2025-01-03 06:00:00,3.805
1,2025-01-03 06:15:00,3.615
1,2025-01-03 06:30:00,3.367
1,2025-01-03 06:45:00,3.044
1,2025-01-03 07:00:00,2.788
1,2025-01-03 07:15:00,3.727
1,2025-01-03 07:30:00,3.035
1,2025-01-03 07:45:00,3.121
1,2025-01-03 08:00:00,2.559
1,2025-01-03 08:15:00,2.825
1,2025-01-03 08:30:00,2.738
1,2025-01-03 08:45:00,2.371
1,2025-01-03 09:00:00,3.044
1,2025-01-03 09:15:00,2.872
1,2025-01-03 09:30:00,2.425
1,2025-01-03 09:45:00,2.717
1,2025-01-03 10:00:00,2.711
1,2025-01-03 10:15:00,2.543
1,2025-01-03 10:30:00,2.516
1,2025-01-03 10:45:00,2.407
1,2025-01-03 11:00:00,2.365
1,2025-01-03 11:15:00,2.0
1,2025-01-03 11:30:00,2.251
1,2025-01-03 11:45:00,2.475
1,2025-01-03 12:00:00,2.301
1,2025-01-03 12:15:00,2.647
1,2025-01-03 12:30:00,2.406
1,2025-01-03 12:45:00,2.187
1,2025-01-03 13:00:00,2.102
1,2025-01-03 13:15:00,2.206
1,2025-01-03 13:30:00,2.457
1,2025-01-03 13:45:00,2.446
1,2025-01-03 14:00:00,1.86
1,2025-01-03 14:15:00,2.723
1,2025-01-03 14:30:00,3.041
1,2025-01-03 14:45:00,2.534
1,2025-01-03 15:00:00,2.897
1,2025-01-03 15:15:00,2.67
1,2025-01-03 15:30:00,3.282
1,2025-01-03 15:45:00,2.861
1,2025-01-03 16:00:00,3.131
1,2025-01-03 16:15:00,3.66
1,2025-01-03 16:30:00,3.67
1,2025-01-03 16:45:00,3.503
1,2025-01-03 17:00:00,4.045
1,2025-01-03 17:15:00,4.058
1,2025-01-03 17:30:00,4.332
1,2025-01-03 17:45:00,4.623
1,2025-01-03 18:00:00,4.822
1,2025-01-03 18:15:00,4.366
1,2025-01-03 18:30:00,4.552
1,2025-01-03 18:45:00,5.06
1,2025-01-03 19:00:00,5.012
1,2025-01-03 19:15:00,4.448
1,2025-01-03 19:30:00,5.614
1,2025-01-03 19:45:00,5.173
1,2025-01-03 20:00:00,5.516
1,2025-01-03 20:15:00,5.5
1,2025-01-03 20:30:00,5.642
1,2025-01-03 20:45:00,5.921
1,2025-01-03 21:00:00,5.325
1,2025-01-03 21:15:00,5.686
1,2025-01-03 21:30:00,5.345
1,2025-01-03 21:45:00,5.587
1,2025-01-03 22:00:00,5.656
1,2025-01-03 22:15:00,5.731
1,2025-01-03 22:30:00,5.309
1,2025-01-03 22:45:00,5.855
1,2025-01-03 23:00:00,5.319
1,2025-01-03 23:15:00,5.236
1,2025-01-03 23:30:00,4.945
1,2025-01-03 23:45:00,4.524
1,2025-01-04 00:00:00,4.967
1,2025-01-04 00:15:00,5.006
1,2025-01-04 00:30:00,5.378
1,2025-01-04 00:45:00,4.728
1,2025-01-04 01:00:00,5.468
1,2025-01-04 01:15:00,5.662
1,2025-01-04 01:30:00,5.38
1,2025-01-04 01:45:00,5.497
1,2025-01-04 02:00:00,5.878
1,2025-01-04 02:15:00,5.917
1,2025-01-04 02:30:00,5.807
1,2025-01-04 02:45:00,5.102
1,2025-01-04 03:00:00,6.054
1,2025-01-04 03:15:00,5.431
1,2025-01-04 03:30:00,6.123
1,2025-01-04 03:45:00,5.224
1,2025-01-04 04:00:00,5.221
1,2025-01-04 04:15:00,4.815
1,2025-01-04 04:30:00,4.919
1,2025-01-04 04:45:00,5.017
1,2025-01-04 05:00:00,4.535
1,2025-01-04 05:15:00,4.492
1,2025-01-04 05:30:00,4.233
1,2025-01-04 05:45:00,3.483
1,2025-01-04 06:00:00,3.895
1,2025-01-04 06:15:00,3.41
1,2025-01-04 06:30:00,3.56
1,2025-01-04 06:45:00,3.054
1,2025-01-04 07:00:00,3.511
1,2025-01-04 07:15:00,2.923
1,2025-01-04 07:30:00,3.482
1,2025-01-04 07:45:00,2.776
1,2025-01-04 08:00:00,2.998
1,2025-01-04 08:15:00,2.38
1,2025-01-04 08:30:00,2.69
1,2025-01-04 08:45:00,2.403
1,2025-01-04 09:00:00,2.689
1,2025-01-04 09:15:00,2.867
1,2025-01-04 09:30:00,2.748
1,2025-01-04 09:45:00,2.285
1,2025-01-04 10:00:00,2.117
1,2025-01-04 10:15:00,2.305
1,2025-01-04 10:30:00,2.117
1,2025-01-04 10:45:00,2.63
1,2025-01-04 11:00:00,2.449
1,2025-01-04 11:15:00,2.505
1,2025-01-04 11:30:00,1.995
1,2025-01-04 11:45:00,2.114
1,2025-01-04 12:00:00,2.121
1,2025-01-04 12:15:00,2.451
1,2025-01-04 12:30:00,2.47
1,2025-01-04 12:45:00,1.842
1,2025-01-04 13:00:00,2.73
1,2025-01-04 13:15:00,2.923
1,2025-01-04 13:30:00,2.014
1,2025-01-04 13:45:00,2.277
1,2025-01-04 14:00:00,2.728
1,2025-01-04 14:15:00,2.394
1,2025-01-04 14:30:00,2.55
1,2025-01-04 14:45:00,2.654
1,2025-01-04 15:00:00,2.324
1,2025-01-04 15:15:00,2.72
1,2025-01-04 15:30:00,2.646
1,2025-01-04 15:45:00,2.965
1,2025-01-04 16:00:00,3.175
1,2025-01-04 16:15:00,3.366
1,2025-01-04 16:30:00,3.455
1,2025-01-04 16:45:00,3.395
1,2025-01-04 17:00:00,3.786
1,2025-01-04 17:15:00,4.404
1,2025-01-04 17:30:00,3.848
1,2025-01-04 17:45:00,3.449
1,2025-01-04 18:00:00,4.138
1,2025-01-04 18:15:00,4.278
1,2025-01-04 18:30:00,4.313
1,2025-01-04 18:45:00,4.78
1,2025-01-04 19:00:00,4.865
1,2025-01-04 19:15:00,5.213
1,2025-01-04 19:30:00,5.488
1,2025-01-04 19:45:00,6.094
1,2025-01-04 20:00:00,5.748
1,2025-01-04 20:15:00,5.649
1,2025-01-04 20:30:00,5.222
1,2025-01-04 20:45:00,5.378
1,2025-01-04 21:00:00,5.471
1,2025-01-04 21:15:00,5.676
1,2025-01-04 21:30:00,5.226
1,2025-01-04 21:45:00,5.712
1,2025-01-04 22:00:00,5.923
1,2025-01-04 22:15:00,5.613
1,2025-01-04 22:30:00,5.702
1,2025-01-04 22:45:00,5.165
1,2025-01-04 23:00:00,5.213
1,2025-01-04 23:15:00,4.946
1,2025-01-04 23:30:00,4.93
1,2025-01-04 23:45:00,4.819
1,2025-01-05 00:00:00,4.785
1,2025-01-05 00:15:00,4.865
1,2025-01-05 00:30:00,5.103
1,2025-01-05 00:45:00,5.746
1,2025-01-05 01:00:00,5.719
1,2025-01-05 01:15:00,5.924
1,2025-01-05 01:30:00,5.507
1,2025-01-05 01:45:00,5.787
1,2025-01-05 02:00:00,5.901
1,2025-01-05 02:15:00,5.287
1,2025-01-05 02:30:00,5.626
1,2025-01-05 02:45:00,5.752
1,2025-01-05 03:00:00,5.649
1,2025-01-05 03:15:00,5.298
1,2025-01-05 03:30:00,5.319
1,2025-01-05 03:45:00,5.412
1,2025-01-05 04:00:00,5.218
1,2025-01-05 04:15:00,5.113
1,2025-01-05 04:30:00,4.863
1,2025-01-05 04:45:00,4.566
1,2025-01-05 05:00:00,4.545
1,2025-01-05 05:15:00,4.192
1,2025-01-05 05:30:00,3.625
1,2025-01-05 05:45:00,3.966
1,2025-01-05 06:00:00,3.381
1,2025-01-05 06:15:00,3.289
1,2025-01-05 06:30:00,3.309
1,2025-01-05 06:45:00,3.498
1,2025-01-05 07:00:00,3.132
1,2025-01-05 07:15:00,3.614
1,2025-01-05 07:30:00,3.151
1,2025-01-05 07:45:00,2.892
1,2025-01-05 08:00:00,2.285
1,2025-01-05 08:15:00,2.909
1,2025-01-05 08:30:00,2.781
1,2025-01-05 08:45:00,2.712
1,2025-01-05 09:00:00,2.58
1,2025-01-05 09:15:00,2.425
1,2025-01-05 09:30:00,2.589
1,2025-01-05 09:45:00,2.214
1,2025-01-05 10:00:00,2.119
1,2025-01-05 10:15:00,2.668
1,2025-01-05 10:30:00,2.236
1,2025-01-05 10:45:00,2.243
1,2025-01-05 11:00:00,2.458
1,2025-01-05 11:15:00,2.802
1,2025-01-05 11:30:00,2.834
1,2025-01-05 11:45:00,2.577
1,2025-01-05 12:00:00,1.91
1,2025-01-05 12:15:00,2.703
1,2025-01-05 12:30:00,2.809
1,2025-01-05 12:45:00,2.427
1,2025-01-05 13:00:00,2.603
1,2025-01-05 13:15:00,2.182
1,2025-01-05 13:30:00,2.297
1,2025-01-05 13:45:00,2.476
1,2025-01-05 14:00:00,2.535
1,2025-01-05 14:15:00,2.572
1,2025-01-05 14:30:00,2.739
1,2025-01-05 14:45:00,2.669
1,2025-01-05 15:00:00,3.127
1,2025-01-05 15:15:00,2.456
1,2025-01-05 15:30:00,3.296
1,2025-01-05 15:45:00,3.333
1,2025-01-05 16:00:00,3.181
1,2025-01-05 16:15:00,3.237
1,2025-01-05 16:30:00,3.614
1,2025-01-05 16:45:00,3.463
1,2025-01-05 17:00:00,3.893
1,2025-01-05 17:15:00,3.955
1,2025-01-05 17:30:00,3.854
1,2025-01-05 17:45:00,4.618
1,2025-01-05 18:00:00,4.621
1,2025-01-05 18:15:00,4.665
1,2025-01-05 18:30:00,5.21
1,2025-01-05 18:45:00,5.292
1,2025-01-05 19:00:00,5.044
1,2025-01-05 19:15:00,5.277
1,2025-01-05 19:30:00,5.427
1,2025-01-05 19:45:00,5.637
1,2025-01-05 20:00:00,5.817
1,2025-01-05 20:15:00,5.773
1,2025-01-05 20:30:00,5.774
1,2025-01-05 20:45:00,5.433
1,2025-01-05 21:00:00,5.706
1,2025-01-05 21:15:00,5.668
1,2025-01-05 21:30:00,5.695
1,2025-01-05 21:45:00,5.496
1,2025-01-05 22:00:00,5.497
1,2025-01-05 22:15:00,5.217
1,2025-01-05 22:30:00,5.38
1,2025-01-05 22:45:00,4.938
1,2025-01-05 23:00:00,5.493
1,2025-01-05 23:15:00,4.836
1,2025-01-05 23:30:00,5.117
1,2025-01-05 23:45:00,4.564
1,2025-01-06 00:00:00,5.114
1,2025-01-06 00:15:00,5.609
1,2025-01-06 00:30:00,5.33
1,2025-01-06 00:45:00,5.951
1,2025-01-06 01:00:00,5.411
1,2025-01-06 01:15:00,5.797
1,2025-01-06 01:30:00,5.892
1,2025-01-06 01:45:00,5.799
1,2025-01-06 02:00:00,5.641
1,2025-01-06 02:15:00,6.131
1,2025-01-06 02:30:00,5.643
1,2025-01-06 02:45:00,5.695
1,2025-01-06 03:00:00,5.237
1,2025-01-06 03:15:00,5.481
1,2025-01-06 03:30:00,4.951
1,2025-01-06 03:45:00,5.538
1,2025-01-06 04:00:00,5.235
1,2025-01-06 04:15:00,5.289
1,2025-01-06 04:30:00,4.75
1,2025-01-06 04:45:00,4.864
1,2025-01-06 05:00:00,4.787
1,2025-01-06 05:15:00,4.0
1,2025-01-06 05:30:00,3.931
1,2025-01-06 05:45:00,3.697
1,2025-01-06 06:00:00,3.944
1,2025-01-06 06:15:00,3.855
1,2025-01-06 06:30:00,3.582
1,2025-01-06 06:45:00,3.041
1,2025-01-06 07:00:00,3.16
1,2025-01-06 07:15:00,3.006
1,2025-01-06 07:30:00,2.671
1,2025-01-06 07:45:00,3.154
1,2025-01-06 08:00:00,3.304
1,2025-01-06 08:15:00,3.139
1,2025-01-06 08:30:00,2.495
1,2025-01-06 08:45:00,2.895
1,2025-01-06 09:00:00,2.073
1,2025-01-06 09:15:00,2.196
1,2025-01-06 09:30:00,2.604
1,2025-01-06 09:45:00,2.24
1,2025-01-06 10:00:00,2.339
1,2025-01-06 10:15:00,2.829
1,2025-01-06 10:30:00,2.334
1,2025-01-06 10:45:00,2.528
1,2025-01-06 11:00:00,2.322
1,2025-01-06 11:15:00,2.521
1,2025-01-06 11:30:00,2.587
1,2025-01-06 11:45:00,2.305
1,2025-01-06 12:00:00,2.156
1,2025-01-06 12:15:00,2.528
1,2025-01-06 12:30:00,2.087
1,2025-01-06 12:45:00,2.651
1,2025-01-06 13:00:00,2.491
1,2025-01-06 13:15:00,2.614
1,2025-01-06 13:30:00,2.076
1,2025-01-06 13:45:00,2.872
1,2025-01-06 14:00:00,2.43
1,2025-01-06 14:15:00,2.485
1,2025-01-06 14:30:00,2.198
1,2025-01-06 14:45:00,2.599
1,2025-01-06 15:00:00,2.526
1,2025-01-06 15:15:00,3.114
1,2025-01-06 15:30:00,2.874
1,2025-01-06 15:45:00,2.888
1,2025-01-06 16:00:00,3.47
1,2025-01-06 16:15:00,2.941
1,2025-01-06 16:30:00,3.137
1,2025-01-06 16:45:00,3.405
1,2025-01-06 17:00:00,4.011
1,2025-01-06 17:15:00,3.713
1,2025-01-06 17:30:00,4.047
1,2025-01-06 17:45:00,4.076
1,2025-01-06 18:00:00,4.121
1,2025-01-06 18:15:00,4.509
1,2025-01-06 18:30:00,4.803
1,2025-01-06 18:45:00,4.578
1,2025-01-06 19:00:00,5.077
1,2025-01-06 19:15:00,4.639
1,2025-01-06 19:30:00,5.11
1,2025-01-06 19:45:00,5.692
1,2025-01-06 20:00:00,5.521
1,2025-01-06 20:15:00,5.817
1,2025-01-06 20:30:00,5.995
1,2025-01-06 20:45:00,5.919
1,2025-01-06 21:00:00,5.853
1,2025-01-06 21:15:00,5.93
1,2025-01-06 21:30:00,5.753
1,2025-01-06 21:45:00,5.576
1,2025-01-06 22:00:00,5.764
1,2025-01-06 22:15:00,5.59
1,2025-01-06 22:30:00,5.409
1,2025-01-06 22:45:00,5.613
1,2025-01-06 23:00:00,5.17
1,2025-01-06 23:15:00,5.514
1,2025-01-06 23:30:00,4.438
1,2025-01-06 23:45:00,4.842
1,2025-01-07 00:00:00,5.102
1,2025-01-07 00:15:00,5.483
1,2025-01-07 00:30:00,5.277
1,2025-01-07 00:45:00,5.845
1,2025-01-07 01:00:00,5.907
1,2025-01-07 01:15:00,5.808
1,2025-01-07 01:30:00,5.58
1,2025-01-07 01:45:00,5.779
1,2025-01-07 02:00:00,5.607
1,2025-01-07 02:15:00,5.783
1,2025-01-07 02:30:00,5.347
1,2025-01-07 02:45:00,5.388
1,2025-01-07 03:00:00,5.247
1,2025-01-07 03:15:00,5.729
1,2025-01-07 03:30:00,5.434
1,2025-01-07 03:45:00,4.869
1,2025-01-07 04:00:00,5.028
1,2025-01-07 04:15:00,5.253
1,2025-01-07 04:30:00,4.723
1,2025-01-07 04:45:00,4.282
1,2025-01-07 05:00:00,4.252
1,2025-01-07 05:15:00,4.286
1,2025-01-07 05:30:00,4.355
1,2025-01-07 05:45:00,3.716
1,2025-01-07 06:00:00,3.235
1,2025-01-07 06:15:00,3.666
1,2025-01-07 06:30:00,3.371
1,2025-01-07 06:45:00,2.901
1,2025-01-07 07:00:00,2.804
1,2025-01-07 07:15:00,2.938
1,2025-01-07 07:30:00,2.561
1,2025-01-07 07:45:00,2.54
1,2025-01-07 08:00:00,2.89
1,2025-01-07 08:15:00,2.93
1,2025-01-07 08:30:00,2.749
1,2025-01-07 08:45:00,2.37
1,2025-01-07 09:00:00,2.624
1,2025-01-07 09:15:00,2.165
1,2025-01-07 09:30:00,2.631
1,2025-01-07 09:45:00,2.322
1,2025-01-07 10:00:00,2.972
1,2025-01-07 10:15:00,2.597
1,2025-01-07 10:30:00,2.567
1,2025-01-07 10:45:00,2.46
1,2025-01-07 11:00:00,2.727
1,2025-01-07 11:15:00,2.224
1,2025-01-07 11:30:00,2.243
1,2025-01-07 11:45:00,2.142
1,2025-01-07 12:00:00,2.497
1,2025-01-07 12:15:00,2.182
1,2025-01-07 12:30:00,2.41
1,2025-01-07 12:45:00,2.496
1,2025-01-07 13:00:00,2.766
1,2025-01-07 13:15:00,1.931
1,2025-01-07 13:30:00,2.154
1,2025-01-07 13:45:00,2.761
1,2025-01-07 14:00:00,3.049
1,2025-01-07 14:15:00,2.671
1,2025-01-07 14:30:00,2.659
1,2025-01-07 14:45:00,2.633
1,2025-01-07 15:00:00,3.029
1,2025-01-07 15:15:00,2.86
1,2025-01-07 15:30:00,2.714
1,2025-01-07 15:45:00,3.339
1,2025-01-07 16:00:00,2.934
1,2025-01-07 16:15:00,3.362
1,2025-01-07 16:30:00,3.421
1,2025-01-07 16:45:00,3.318
1,2025-01-07 17:00:00,3.744
1,2025-01-07 17:15:00,3.785
1,2025-01-07 17:30:00,4.282
1,2025-01-07 17:45:00,4.539
1,2025-01-07 18:00:00,4.547
1,2025-01-07 18:15:00,4.79
1,2025-01-07 18:30:00,4.871
1,2025-01-07 18:45:00,4.454
1,2025-01-07 19:00:00,4.875
1,2025-01-07 19:15:00,5.244
1,2025-01-07 19:30:00,5.312
1,2025-01-07 19:45:00,5.671
1,2025-01-07 20:00:00,5.425
1,2025-01-07 20:15:00,5.997
1,2025-01-07 20:30:00,5.577
1,2025-01-07 20:45:00,5.402
1,2025-01-07 21:00:00,5.867
1,2025-01-07 21:15:00,5.621
1,2025-01-07 21:30:00,5.669
1,2025-01-07 21:45:00,6.054
1,2025-01-07 22:00:00,5.69
1,2025-01-07 22:15:00,5.594
1,2025-01-07 22:30:00,5.491
1,2025-01-07 22:45:00,4.892
1,2025-01-07 23:00:00,4.935
1,2025-01-07 23:15:00,4.763
1,2025-01-07 23:30:00,4.969
1,2025-01-07 23:45:00,4.546
1,2025-01-08 00:00:00,5.169
1,2025-01-08 00:15:00,5.264
1,2025-01-08 00:30:00,5.215
1,2025-01-08 00:45:00,5.851
1,2025-01-08 01:00:00,5.978
1,2025-01-08 01:15:00,5.972
1,2025-01-08 01:30:00,6.108
1,2025-01-08 01:45:00,5.62
1,2025-01-08 02:00:00,5.933
1,2025-01-08 02:15:00,6.054
1,2025-01-08 02:30:00,6.075
1,2025-01-08 02:45:00,5.315
1,2025-01-08 03:00:00,5.333
1,2025-01-08 03:15:00,5.742
1,2025-01-08 03:30:00,5.15
1,2025-01-08 03:45:00,5.01
1,2025-01-08 04:00:00,4.932
1,2025-01-08 04:15:00,5.188
1,2025-01-08 04:30:00,4.866
1,2025-01-08 04:45:00,4.478
1,2025-01-08 05:00:00,4.393
1,2025-01-08 05:15:00,4.494
1,2025-01-08 05:30:00,3.827
1,2025-01-08 05:45:00,3.793
1,2025-01-08 06:00:00,3.251
1,2025-01-08 06:15:00,3.742
1,2025-01-08 06:30:00,3.529
1,2025-01-08 06:45:00,2.809
1,2025-01-08 07:00:00,3.095
1,2025-01-08 07:15:00,2.391
1,2025-01-08 07:30:00,2.807
1,2025-01-08 07:45:00,2.967
1,2025-01-08 08:00:00,2.329
1,2025-01-08 08:15:00,2.317
1,2025-01-08 08:30:00,2.731
1,2025-01-08 08:45:00,2.334
1,2025-01-08 09:00:00,2.442
1,2025-01-08 09:15:00,2.638
1,2025-01-08 09:30:00,2.86
1,2025-01-08 09:45:00,2.284
1,2025-01-08 10:00:00,2.575
1,2025-01-08 10:15:00,2.919
1,2025-01-08 10:30:00,2.467
1,2025-01-08 10:45:00,2.355
1,2025-01-08 11:00:00,2.136
1,2025-01-08 11:15:00,2.584
1,2025-01-08 11:30:00,2.305
1,2025-01-08 11:45:00,2.606
1,2025-01-08 12:00:00,2.757
1,2025-01-08 12:15:00,2.241
1,2025-01-08 12:30:00,2.413
1,2025-01-08 12:45:00,2.446
1,2025-01-08 13:00:00,2.555
1,2025-01-08 13:15:00,2.479
1,2025-01-08 13:30:00,2.143
1,2025-01-08 13:45:00,2.466
1,2025-01-08 14:00:00,2.55
1,2025-01-08 14:15:00,2.586
1,2025-01-08 14:30:00,2.407
1,2025-01-08 14:45:00,2.497
1,2025-01-08 15:00:00,2.939
1,2025-01-08 15:15:00,2.306
1,2025-01-08 15:30:00,3.086
