timestamp,WaterTemperature,Conductivity,TDS,Ph,Amonio,Nitrito,Nitrato
2024-08-02 10:45:00,26.77,494.5,316.5,7.46,0.333,12.4,8.7
2024-08-02 11:00:00,26.67,499.8,319.9,7.5,0.326,10.87,9.18
2024-08-02 11:15:00,27.14,496.4,317.7,7.5,0.277,11.67,7.15
2024-08-02 11:30:00,27.15,488.9,312.9,7.5,0.32,14.13,8.97
2024-08-02 11:45:00,27.21,491.3,314.4,7.45,0.362,13.45,10.66
2024-08-02 12:00:00,27.08,497.7,318.5,7.55,0.312,11.91,9.3
2024-08-02 12:15:00,27.25,496.3,317.6,7.5,0.301,14.65,8.2
2024-08-02 12:30:00,27.51,490.4,313.9,7.52,0.317,13.42,7.55
2024-08-02 12:45:00,27.54,496.5,317.8,7.5,0.328,11.25,7.21
2024-08-02 13:00:00,27.48,481.3,308.0,7.53,0.311,15.0,8.99
2024-08-02 13:15:00,27.69,495.1,316.9,7.58,0.334,9.94,8.53
2024-08-02 13:30:00,27.8,500.6,320.4,7.61,0.355,12.11,8.06
2024-08-02 13:45:00,27.6,500.5,320.3,7.52,0.331,14.92,8.79
2024-08-02 14:00:00,27.66,492.4,315.1,7.56,0.4,15.66,7.41
2024-08-02 14:15:00,27.63,496.6,317.8,7.59,0.338,13.14,6.81
2024-08-02 14:30:00,27.61,496.6,317.8,7.62,0.34,12.47,8.36
2024-08-02 14:45:00,27.92,494.6,316.5,7.56,0.324,11.21,7.35
2024-08-02 15:00:00,27.88,490.5,313.9,7.59,0.31,13.77,7.95
2024-08-02 15:15:00,27.85,486.8,311.5,7.63,0.307,14.14,6.34
2024-08-02 15:30:00,27.61,491.7,314.7,7.59,0.334,15.69,9.14
2024-08-02 15:45:00,27.61,488.0,312.3,7.66,0.36,14.41,9.5
2024-08-02 16:00:00,27.73,482.7,308.9,7.59,0.314,15.03,7.56
2024-08-02 16:15:00,27.64,502.5,321.6,7.65,0.353,12.7,8.68
2024-08-02 16:30:00,27.68,486.5,311.3,7.64,0.328,12.35,9.0
2024-08-02 16:45:00,27.51,491.3,314.4,7.62,0.311,12.05,8.77
2024-08-02 17:00:00,27.66,491.3,314.4,7.71,0.348,14.9,8.66
2024-08-02 17:15:00,27.77,484.6,310.2,7.67,0.308,11.86,10.1
2024-08-02 17:30:00,27.66,497.1,318.1,7.69,0.313,13.68,9.84
2024-08-02 17:45:00,27.59,484.8,310.3,7.74,0.364,14.73,7.19
2024-08-02 18:00:00,27.28,505.7,323.7,7.71,0.363,13.05,8.83
2024-08-02 18:15:00,27.33,486.7,311.5,7.68,0.362,13.59,8.33
2024-08-02 18:30:00,27.04,490.4,313.9,7.68,0.374,14.68,6.72
2024-08-02 18:45:00,27.14,494.2,316.3,7.72,0.288,14.01,9.81
2024-08-02 19:00:00,26.84,494.5,316.5,7.75,0.303,13.53,8.46
2024-08-02 19:15:00,26.72,495.4,317.1,7.74,0.404,16.07,8.98
2024-08-02 19:30:00,26.59,502.3,321.5,7.74,0.355,13.28,10.09
2024-08-02 19:45:00,26.68,504.1,322.6,7.67,0.362,15.38,10.25
2024-08-02 20:00:00,26.51,510.6,326.8,7.72,0.372,13.45,8.98
2024-08-02 20:15:00,26.38,490.1,313.7,7.68,0.378,13.78,9.54
2024-08-02 20:30:00,26.06,504.0,322.6,7.73,0.402,15.06,9.39
2024-08-02 20:45:00,26.14,502.0,321.3,7.69,0.36,15.28,9.97
2024-08-02 21:00:00,25.78,496.3,317.6,7.71,0.377,14.7,10.47
2024-08-02 21:15:00,26.1,490.3,313.8,7.71,0.323,13.86,8.93
2024-08-02 21:30:00,25.75,512.9,328.3,7.67,0.409,16.12,10.36
2024-08-02 21:45:00,25.68,505.8,323.7,7.68,0.355,15.82,10.8
2024-08-02 22:00:00,25.52,487.9,312.2,7.66,0.365,16.3,10.57
2024-08-02 22:15:00,25.18,508.0,325.1,7.7,0.378,15.54,9.85
2024-08-02 22:30:00,25.11,501.7,321.1,7.66,0.363,15.92,11.43
2024-08-02 22:45:00,25.2,500.4,320.3,7.71,0.37,15.22,8.49
2024-08-02 23:00:00,25.32,503.9,322.5,7.65,0.406,14.74,9.67
2024-08-02 23:15:00,24.83,495.5,317.1,7.68,0.384,14.69,10.28
2024-08-02 23:30:00,24.8,498.5,319.0,7.7,0.372,17.47,9.43
2024-08-02 23:45:00,24.81,505.1,323.3,7.62,0.363,13.67,9.65
2024-08-03 00:00:00,24.47,492.4,315.1,7.6,0.371,15.67,11.13
2024-08-03 00:15:00,24.39,491.2,314.4,7.62,0.355,15.64,10.2
2024-08-03 00:30:00,24.51,489.4,313.2,7.63,0.399,16.13,8.61
2024-08-03 00:45:00,24.5,504.3,322.7,7.63,0.364,14.79,9.64
2024-08-03 01:00:00,24.38,493.3,315.7,7.63,0.382,15.71,10.57
2024-08-03 01:15:00,24.62,497.7,318.5,7.59,0.421,17.36,10.39
2024-08-03 01:30:00,24.31,496.8,318.0,7.58,0.361,15.73,7.89
2024-08-03 01:45:00,24.35,503.5,322.3,7.55,0.397,15.33,10.39
2024-08-03 02:00:00,24.5,502.2,321.4,7.61,0.399,17.51,9.69
2024-08-03 02:15:00,24.49,495.2,316.9,7.55,0.362,16.13,9.03
2024-08-03 02:30:00,23.98,508.7,325.6,7.53,0.41,15.93,10.23
2024-08-03 02:45:00,24.15,502.9,321.9,7.52,0.348,14.87,11.09
2024-08-03 03:00:00,24.37,502.5,321.6,7.6,0.424,16.52,11.74
2024-08-03 03:15:00,24.0,497.9,318.6,7.48,0.395,16.16,10.65
2024-08-03 03:30:00,24.08,498.5,319.1,7.56,0.385,15.77,10.65
2024-08-03 03:45:00,24.04,499.1,319.4,7.48,0.378,16.59,10.78
2024-08-03 04:00:00,24.06,500.9,320.6,7.51,0.321,16.45,9.54
2024-08-03 04:15:00,24.13,503.4,322.2,7.46,0.37,13.81,9.95
2024-08-03 04:30:00,24.36,503.6,322.3,7.55,0.375,16.42,9.56
2024-08-03 04:45:00,24.58,499.5,319.7,7.45,0.37,16.62,8.98
2024-08-03 05:00:00,24.67,500.4,320.2,7.5,0.369,17.33,10.07
2024-08-03 05:15:00,24.51,505.5,323.5,7.42,0.388,17.24,10.88
2024-08-03 05:30:00,24.28,508.6,325.5,7.38,0.411,18.04,8.38
2024-08-03 05:45:00,24.64,509.0,325.8,7.41,0.422,18.79,11.65
2024-08-03 06:00:00,24.68,501.4,320.9,7.4,0.355,17.64,10.6
2024-08-03 06:15:00,24.87,493.9,316.1,7.41,0.389,17.72,10.73
2024-08-03 06:30:00,24.88,502.7,321.7,7.42,0.357,16.04,11.68
2024-08-03 06:45:00,24.73,502.8,321.8,7.45,0.363,17.11,8.87
2024-08-03 07:00:00,25.16,502.4,321.5,7.4,0.369,18.14,10.82
2024-08-03 07:15:00,24.89,505.1,323.3,7.43,0.433,16.53,10.83
2024-08-03 07:30:00,25.21,499.1,319.4,7.37,0.411,18.53,10.77
2024-08-03 07:45:00,25.47,502.9,321.9,7.44,0.369,16.55,10.73
2024-08-03 08:00:00,25.59,488.3,312.5,7.43,0.405,19.56,10.17
2024-08-03 08:15:00,25.88,513.1,328.4,7.42,0.363,16.34,10.5
2024-08-03 08:30:00,25.41,502.7,321.7,7.41,0.398,15.21,10.49
2024-08-03 08:45:00,25.93,500.7,320.4,7.38,0.371,18.07,10.84
2024-08-03 09:00:00,26.1,505.8,323.7,7.41,0.34,17.67,11.3
2024-08-03 09:15:00,26.07,501.3,320.8,7.37,0.42,17.11,10.9
2024-08-03 09:30:00,26.33,498.4,319.0,7.38,0.374,18.87,12.4
2024-08-03 09:45:00,26.19,508.0,325.1,7.41,0.407,17.39,13.73
2024-08-03 10:00:00,26.56,503.4,322.2,7.44,0.424,19.34,12.44
2024-08-03 10:15:00,26.66,499.0,319.4,7.45,0.427,19.74,11.24
2024-08-03 10:30:00,26.54,507.4,324.7,7.48,0.411,17.2,11.38
2024-08-03 10:45:00,26.7,506.0,323.8,7.46,0.367,20.87,11.68
2024-08-03 11:00:00,26.87,505.7,323.7,7.37,0.42,17.37,10.4
2024-08-03 11:15:00,26.9,501.7,321.1,7.43,0.403,18.78,12.51
2024-08-03 11:30:00,27.25,510.1,326.5,7.43,0.434,19.8,11.16
2024-08-03 11:45:00,27.21,498.3,318.9,7.41,0.366,18.77,12.63
2024-08-03 12:00:00,27.47,508.9,325.7,7.43,0.418,19.35,11.27
2024-08-03 12:15:00,27.53,513.1,328.4,7.53,0.428,18.25,10.03
2024-08-03 12:30:00,27.44,498.5,319.0,7.49,0.396,16.77,9.93
2024-08-03 12:45:00,27.47,505.5,323.5,7.47,0.479,19.33,12.14
2024-08-03 13:00:00,27.42,493.3,315.7,7.51,0.435,19.37,10.79
2024-08-03 13:15:00,27.49,504.5,322.9,7.5,0.396,17.97,12.08
2024-08-03 13:30:00,27.54,494.0,316.2,7.59,0.439,19.49,12.22
2024-08-03 13:45:00,27.76,496.4,317.7,7.62,0.436,19.05,10.31
2024-08-03 14:00:00,27.61,505.7,323.7,7.56,0.469,20.06,12.81
2024-08-03 14:15:00,27.78,511.2,327.1,7.56,0.454,21.05,11.81
2024-08-03 14:30:00,27.81,507.8,325.0,7.66,0.437,18.47,10.62
2024-08-03 14:45:00,27.72,503.5,322.2,7.56,0.397,18.56,11.69
2024-08-03 15:00:00,27.77,500.2,320.1,7.56,0.408,20.19,12.84
2024-08-03 15:15:00,28.01,505.1,323.3,7.65,0.431,20.1,9.95
2024-08-03 15:30:00,28.03,519.7,332.6,7.59,0.501,20.06,10.73
2024-08-03 15:45:00,27.65,513.8,328.8,7.6,0.485,18.99,12.36
2024-08-03 16:00:00,27.71,497.2,318.2,7.65,0.476,19.52,12.13
2024-08-03 16:15:00,27.65,501.1,320.7,7.6,0.442,21.07,12.13
2024-08-03 16:30:00,27.62,496.8,318.0,7.64,0.478,19.61,12.7
2024-08-03 16:45:00,27.84,509.0,325.7,7.64,0.497,19.73,10.44
2024-08-03 17:00:00,27.66,503.9,322.5,7.63,0.479,19.65,14.02
2024-08-03 17:15:00,27.69,496.5,317.7,7.61,0.478,18.49,12.26
2024-08-03 17:30:00,27.69,504.8,323.1,7.71,0.448,19.67,12.59
2024-08-03 17:45:00,27.29,503.0,321.9,7.65,0.453,19.65,12.6
2024-08-03 18:00:00,27.24,499.6,319.8,7.69,0.463,20.64,13.72
2024-08-03 18:15:00,27.19,504.0,322.6,7.7,0.452,21.11,11.29
2024-08-03 18:30:00,27.25,511.5,327.4,7.68,0.443,18.69,12.31
2024-08-03 18:45:00,26.99,500.7,320.5,7.67,0.415,21.12,11.24
2024-08-03 19:00:00,27.0,504.3,322.7,7.68,0.472,19.89,12.21
2024-08-03 19:15:00,26.97,497.9,318.7,7.71,0.424,19.84,12.08
2024-08-03 19:30:00,26.86,504.2,322.7,7.67,0.442,18.78,11.23
2024-08-03 19:45:00,26.65,515.0,329.6,7.7,0.508,22.01,12.99
2024-08-03 20:00:00,26.35,510.2,326.5,7.71,0.448,19.98,11.91
2024-08-03 20:15:00,26.12,502.7,321.7,7.68,0.521,21.6,13.1
2024-08-03 20:30:00,26.4,503.4,322.2,7.7,0.493,21.0,13.65
2024-08-03 20:45:00,26.19,514.8,329.5,7.74,0.452,17.93,14.01
2024-08-03 21:00:00,25.86,506.5,324.2,7.67,0.477,18.08,13.94
2024-08-03 21:15:00,25.81,504.3,322.8,7.68,0.518,21.71,12.88
2024-08-03 21:30:00,25.7,514.5,329.3,7.75,0.496,21.18,14.31
2024-08-03 21:45:00,25.4,505.2,323.4,7.68,0.429,19.23,13.59
2024-08-03 22:00:00,25.57,503.5,322.2,7.67,0.47,20.0,12.64
2024-08-03 22:15:00,25.3,510.4,326.7,7.64,0.45,21.62,14.51
2024-08-03 22:30:00,25.27,500.2,320.1,7.63,0.501,19.37,13.62
2024-08-03 22:45:00,25.31,505.6,323.6,7.66,0.508,18.92,13.5
2024-08-03 23:00:00,25.09,503.6,322.3,7.63,0.458,20.07,11.71
2024-08-03 23:15:00,25.08,509.3,326.0,7.62,0.455,20.45,13.04
2024-08-03 23:30:00,24.97,507.9,325.1,7.66,0.523,21.41,12.57
2024-08-03 23:45:00,24.82,519.8,332.7,7.6,0.478,21.47,12.42
2024-08-04 00:00:00,24.73,513.0,328.3,7.57,0.54,20.14,11.73
2024-08-04 00:15:00,24.93,509.2,325.9,7.59,0.443,19.93,14.39
2024-08-04 00:30:00,24.55,512.6,328.0,7.59,0.486,22.74,14.21
2024-08-04 00:45:00,24.75,507.9,325.1,7.62,0.533,21.43,13.2
2024-08-04 01:00:00,24.3,510.9,327.0,7.56,0.476,21.54,14.13
2024-08-04 01:15:00,24.5,513.0,328.3,7.56,0.492,20.87,12.1
2024-08-04 01:30:00,24.36,512.4,327.9,7.53,0.538,21.76,12.06
2024-08-04 01:45:00,24.19,518.2,331.7,7.52,0.492,20.42,15.11
2024-08-04 02:00:00,23.86,513.2,328.4,7.51,0.447,22.7,15.43
2024-08-04 02:15:00,24.47,505.6,323.6,7.57,0.468,20.27,11.49
2024-08-04 02:30:00,24.04,511.6,327.4,7.56,0.535,21.35,12.84
2024-08-04 02:45:00,24.06,503.3,322.1,7.5,0.537,22.71,13.56
2024-08-04 03:00:00,24.22,522.4,334.3,7.51,0.447,20.83,10.55
2024-08-04 03:15:00,24.21,499.0,319.4,7.49,0.582,23.34,14.73
2024-08-04 03:30:00,24.26,509.6,326.2,7.43,0.493,22.14,14.55
2024-08-04 03:45:00,24.2,513.5,328.7,7.42,0.503,21.56,15.5
2024-08-04 04:00:00,24.04,504.9,323.1,7.45,0.493,19.33,15.38
2024-08-04 04:15:00,24.43,508.1,325.2,7.53,0.503,24.29,15.8
2024-08-04 04:30:00,24.2,516.9,330.8,7.47,0.538,23.31,13.62
2024-08-04 04:45:00,24.42,503.5,322.2,7.47,0.48,21.13,14.78
2024-08-04 05:00:00,24.53,516.5,330.5,7.49,0.462,22.24,14.55
2024-08-04 05:15:00,24.68,509.6,326.1,7.51,0.472,22.43,14.87
2024-08-04 05:30:00,24.54,508.9,325.7,7.41,0.531,23.58,12.36
2024-08-04 05:45:00,24.6,523.1,334.8,7.45,0.483,21.52,15.27
2024-08-04 06:00:00,24.69,516.0,330.2,7.4,0.513,22.44,14.78
2024-08-04 06:15:00,24.54,513.7,328.8,7.4,0.491,22.13,12.93
2024-08-04 06:30:00,24.79,509.9,326.4,7.41,0.53,23.24,14.33
2024-08-04 06:45:00,24.85,512.6,328.1,7.43,0.567,22.78,15.59
2024-08-04 07:00:00,24.93,510.6,326.8,7.4,0.519,21.31,12.26
2024-08-04 07:15:00,25.23,522.8,334.6,7.4,0.494,22.43,14.13
2024-08-04 07:30:00,25.26,513.1,328.4,7.4,0.517,21.77,14.26
2024-08-04 07:45:00,25.66,507.5,324.8,7.35,0.522,22.44,15.63
2024-08-04 08:00:00,25.76,509.0,325.8,7.38,0.473,25.39,13.67
2024-08-04 08:15:00,25.37,514.6,329.4,7.37,0.513,23.39,14.39
2024-08-04 08:30:00,25.78,505.6,323.6,7.36,0.495,20.83,13.7
2024-08-04 08:45:00,25.73,507.8,325.0,7.39,0.473,24.18,14.66
2024-08-04 09:00:00,,,,,,,
2024-08-04 09:15:00,,,,,,,
2024-08-04 09:30:00,,,,,,,
2024-08-04 09:45:00,,,,,,,
2024-08-04 10:00:00,,,,,,,
2024-08-04 10:15:00,,,,,,,
2024-08-04 10:30:00,,,,,,,
2024-08-04 10:45:00,,,,,,,
2024-08-04 11:00:00,,,,,,,
2024-08-04 11:15:00,,,,,,,
2024-08-04 11:30:00,,,,,,,
2024-08-04 11:45:00,,,,,,,
2024-08-04 12:00:00,,,,,,,
2024-08-04 12:15:00,,,,,,,
2024-08-04 12:30:00,27.38,515.3,329.8,7.51,0.521,24.88,11.97
2024-08-04 12:45:00,27.74,503.8,322.4,7.47,0.522,25.37,14.24
2024-08-04 13:00:00,27.38,531.0,339.8,7.47,0.526,23.61,16.05
2024-08-04 13:15:00,27.7,518.9,332.1,7.55,0.536,23.13,16.96
2024-08-04 13:30:00,27.46,507.3,324.7,7.53,0.579,25.19,14.19
2024-08-04 13:45:00,27.77,507.5,324.8,7.57,0.541,22.05,14.93
2024-08-04 14:00:00,27.98,510.5,326.7,7.56,0.547,24.97,15.87
2024-08-04 14:15:00,27.52,508.7,325.6,7.56,0.525,22.25,16.58
2024-08-04 14:30:00,27.65,515.0,329.6,7.57,0.498,26.67,15.72
2024-08-04 14:45:00,27.83,509.7,326.2,7.53,0.568,23.15,13.51
2024-08-04 15:00:00,27.77,515.8,330.1,7.58,0.552,23.92,14.3
2024-08-04 15:15:00,27.59,512.4,327.9,7.53,0.573,26.79,14.89
2024-08-04 15:30:00,27.96,513.6,328.7,7.61,0.557,27.14,14.3
2024-08-04 15:45:00,27.77,508.1,325.2,7.63,0.522,25.47,14.24
2024-08-04 16:00:00,27.93,516.5,330.5,7.62,0.478,25.47,15.42
2024-08-04 16:15:00,27.75,517.1,330.9,7.61,0.504,26.2,13.51
2024-08-04 16:30:00,27.49,510.6,326.8,7.72,0.59,25.99,14.78
2024-08-04 16:45:00,27.54,505.6,323.6,7.67,0.524,25.9,16.14
2024-08-04 17:00:00,27.77,516.1,330.3,7.68,0.532,26.65,16.37
2024-08-04 17:15:00,27.29,504.9,323.2,7.65,0.592,26.59,16.78
2024-08-04 17:30:00,27.36,511.1,327.1,7.7,0.545,27.24,15.96
2024-08-04 17:45:00,27.44,518.8,332.0,7.65,0.572,24.97,14.64
2024-08-04 18:00:00,27.43,523.7,335.1,7.71,0.576,26.16,15.39
2024-08-04 18:15:00,27.31,514.4,329.2,7.7,0.522,27.05,14.48
2024-08-04 18:30:00,26.87,518.2,331.7,7.66,0.575,26.48,16.17
2024-08-04 18:45:00,27.31,524.1,335.4,7.67,0.594,26.97,15.69
