Fecha,PCE CYOY Index,CPI XYOY Index,IPC services - CSXHSPCY Index,Salarios - AHE YOY Index,Unit Labor Cost - COSTNFR Index,Nominas - NFP TCH Index,Tasa de desempleo - USURTOT Index,ISM servicios - NAPMNMI Index,ISM Manuf - NAPMPMI Index,ISM prices paid - NAPMNPRC Index,Ventas al detalle - RSTAXAGM Index,Viviendas nuevas - NHSLTOT Index,GDP Real YoY - EHGDUSY Index,Foreign holdings - FARBTRSE Index,USGG3M Index,USGG6M Index,USGG12M Index,USGG2Y Index,USGG3Y Index,USGG5Y Index,USGG10Y Index,USGG30Y Index
2019-01-16,0.06244418375667031,0.48773945691375303,0.20810413376248266,-0.14108599524527182,-0.23134325169587483,-0.08677519941925088,-0.01441231438599192,0.2806041166972933,0.09450395330841571,0.021286339416215008,-0.28380512537897806,-0.3059278657859273,-0.0012563677893078357,0.19083021468166972,1.4461608049226404,1.4493828932467296,1.6866113240920952,1.878518326955157,2.0742208785652996,2.4396037067175937,2.5995578552504734,2.903970110741073
2019-01-17,0.09444242127276568,0.40189921084929126,-0.007178197975492212,-0.1293213635862052,-0.33622876406240665,-0.0762823549488614,-0.18566886199857813,0.2365133785343046,0.21880005730091562,0.11242118313775129,-0.3126952745566255,-0.08653852436000734,-0.08922178988093732,0.3198614985134882,1.4917692847872395,1.4780148127384098,1.7048299478008366,1.8849597480607392,2.08104623485009,2.4077616261956085,2.619599823575679,2.933966853466896
2019-01-18,0.050510525168698944,0.3707378449845435,0.2113231058214598,-0.09778100400394985,-0.34542746216592635,-0.28922789663634496,0.08911766538243765,0.1935990948283075,0.06707667541843637,0.10955012156540403,-0.3297281088357037,-0.3937837946467383,-0.031010613444293896,0.04016088180699798,1.4694556088309045,1.4687433234559308,1.686454797090504,1.866945039245405,2.0834522311373966,2.363178227953114,2.633149248553278,2.9487908279793653
2019-01-21,-0.17954086950094852,0.3032489030915589,0.2730601291428268,0.0882438281337632,-0.3252982762505704,-0.3072404131931631,0.12111213602085069,0.16332122471377788,0.2602513307927563,0.08133043809601632,-0.17389617832972898,-0.2636126031374034,-0.021798864204416075,0.22430431763822678,1.4882338941497115,1.4514357769774007,1.6917384356715472,1.9136647986924047,2.047015037548904,2.3772723647335257,2.631127850374464,2.984690676340285
2019-01-22,-0.01357513536754687,0.19760657718324262,0.2916619623881904,0.046948480594901094,-0.3583802541753123,-0.2895266076345757,0.1598702923471891,0.22969338662316052,0.18247056812042733,-0.031483562327207684,-0.2703793190321206,-0.19761034847734724,0.047178602033820044,0.2277048226644472,1.4874573717126005,1.467182441105318,1.7105678755446765,1.9595391411853667,2.0518362953811895,2.394561592465798,2.6103762053435973,3.015000797982361
2019-01-23,0.09101519811106987,0.416644254054432,0.12360157820395053,-0.18280606460112664,-0.18095201272066744,-0.24407725748299094,0.2348222277252039,0.25143160400240044,0.2846242548453182,0.09150579462253271,-0.45548624281461025,-0.2136417899034561,-0.0445621728678259,0.06327957421870545,1.4588638897338653,1.4411472812883757,1.6932493259068275,1.9114638732192832,2.039945640995537,2.3992737815431147,2.5997855689526355,2.9700740850323624
2019-01-24,0.1439390308294075,0.32395005574590036,0.1749901949218362,-0.07591948660768524,-0.19192543833257802,-0.21775630363071938,0.1113622429624665,0.2875278654077406,0.34068526264105115,0.015988549880630063,-0.23841370774290416,-0.23368932087644972,-0.1009510228666319,0.2647360445888035,1.4643817660005702,1.460342080734257,1.6685931752001764,1.8971855325742577,2.0655173576291372,2.412327503359903,2.6150839441761784,3.0105512564671493
2019-01-25,-0.06817693733853998,0.25134346900057436,0.2908789817584396,-0.12313792573742832,-0.46854353307011587,-0.3032967048588613,0.11630811697303149,0.1281737151393379,0.017541494940690155,-0.07005254432310472,-0.47306914787134935,-0.26882253074554796,0.05283027298654901,0.23720905248869162,1.4522324056615832,1.4518276201132978,1.6957721636036878,1.8741427390819374,2.030132100491328,2.4032462882482095,2.6055080121195155,2.9828516099963664
2019-01-28,0.11573279804355074,0.28535921600450004,0.18773779789615808,-0.10463968191179598,-0.3190693914357144,-0.33420716764627717,0.1634265701146484,0.05031268502925981,0.12998125322921814,0.017435895494726433,-0.2542497851500763,-0.15241025457652074,0.20705159041758775,0.21515024155547074,1.454315456394406,1.5062286439926977,1.7186465228260561,1.8766895587794812,2.066433671264598,2.417786636439072,2.6172664318181837,3.0096630774156656
2019-01-29,0.014236204580289513,0.21265162055835327,0.037263824070950774,-0.15045724400621874,-0.325646081728034,-0.17244494000453434,-0.02483390531205032,0.13680960736428255,0.05981445904414373,0.051751989466964535,-0.36441823401103884,-0.34996160919908237,-0.06679169511899107,-0.01975982476097085,1.4339387041512057,1.5108792933086455,1.7501825008837668,1.8850359906226963,2.057563227957412,2.4056674634149156,2.6081039077695447,3.004143156902067
2019-01-30,0.1573365403364257,0.4096112295722123,0.3127725378088307,0.04376097139874449,-0.4120509760413428,-0.5217907632957842,-0.09549485601084189,0.09103493305397789,0.39954470679541054,-0.16365963676237943,-0.3194170724253352,-0.22861323371320133,0.014598843801897448,0.3277949037674994,1.4245743588889266,1.5218694380040112,1.7170735166764648,1.8986579710872675,2.0459981992948246,2.4103951119746982,2.5820253557490895,3.024546131197997
2019-01-31,0.1451148094486852,0.37851512140642307,0.15541637278340104,-0.10391102138094495,-0.28531838082366234,-0.16892779782630601,0.029963919184082997,0.08788513628176614,0.11798132452837665,-0.14472625048194868,-0.34318927624115986,-0.17057156938988566,-0.0007511261039704134,0.24190882378056605,1.429640292403426,1.5237015711771342,1.677898645898297,1.9019136285681115,2.041270667843898,2.3619469318957056,2.568504471080798,3.0181700906569207
2019-02-01,0.22780072662777295,0.33161593615729923,0.28285532076338615,-0.08293900417973056,-0.18412873044363753,-0.2379281986476094,0.21661267490325833,0.37017849212303844,0.027748405397004877,-0.06961082249365291,-0.35673736560049785,-0.23262140615268773,0.2883455391934356,0.2601226836968307,1.4624322482842538,1.550813931059129,1.7069511092328475,1.955312736898651,2.090769611674832,2.322449305872627,2.5855586341815187,3.038434657595936
2019-02-04,0.26882033995530363,0.30786730724059813,0.023400243218422045,-0.08514568072069663,-0.2417504214786383,-0.051574967964217844,0.031069789108136986,-0.015113080455230382,0.3813540696045743,-0.18205022604366194,-0.3240693353488175,-0.1940737962830452,-0.0455260062242073,-0.12320777906526309,1.4330601800519733,1.5492523459897654,1.7251335530030412,1.9305570169863497,2.0948317443071254,2.299320977932207,2.5691622579083226,3.062091682851689
2019-02-05,0.2160039109543148,0.24918413986769364,0.13825194800950774,-0.23244193053324802,-0.19912184754560128,-0.02632538300146889,0.14822986216819894,0.25724804412908303,0.07692568009495263,-0.19153311485476562,-0.34049480903412166,-0.18331567797974335,0.03707822334231356,0.19186918445357626,1.4163552563070338,1.5481423790595537,1.6848786679645031,1.9594203808376265,2.0991656479918217,2.287045373395041,2.572473769798341,3.0285767045095295
2019-02-06,0.2603106396696665,0.1014226658278497,0.19598760476207855,-0.125889648358648,-0.4117715263837225,-0.01277505374676366,0.1662947810323332,0.30123979102456866,0.0003871312384992609,-0.13047164546605414,-0.16197750502704727,-0.37635075622541425,0.0279910077059912,0.09713719638323862,1.427050546423559,1.5359662564347731,1.6744674247847688,1.942695511907333,2.0801305166961077,2.295536979805736,2.570851064548222,3.0336176335955076
2019-02-07,0.14878579371323764,0.16529884235899225,0.1308227841535218,-0.04284786614052731,-0.34238366943533105,-0.1468089271149789,0.14449263649381752,0.3090158180067244,0.05869902700923363,-0.006804366872034992,-0.3392847440373353,-0.3721139601800305,-0.06375658975160652,0.38728383148179696,1.4375648097923424,1.5547475929537102,1.6778410915103805,1.9977081999384967,2.0575459849846753,2.3335435637883646,2.60839913225752,3.028392649613641
2019-02-08,0.4692050638619789,0.23568468530512415,0.014854038319197724,-0.012727774400834224,-0.4329565521045173,-0.2208952493802358,0.0026400112850683277,0.23984705084477592,0.18018560764711253,-0.00067910861945851,-0.3484079750727463,-0.20041876775576709,-0.07155705252518349,0.16487826365465863,1.4783127952379633,1.5779321124732077,1.7015549233238334,2.005420906081568,2.060084291769728,2.335984419406229,2.623205387701737,3.0605574397871687
2019-02-11,0.0752670213889319,0.2146810344789987,-0.1088928169885961,-0.2733136761029443,-0.3255612875646462,-0.1944758174936202,0.17293922254390653,0.3575372739789608,0.16298207132669304,-0.07051284157719256,-0.43649734677144136,-0.260639855176417,0.13439688044719483,0.4402418265913456,1.4892871607378044,1.5715447049332743,1.7237069120129849,2.0319216878364137,2.081850946892425,2.3603452385734154,2.6256877065205613,3.051677554399142
2019-02-12,0.14808465173655355,0.3310883467026545,0.27939490140693496,-0.3186925177017056,-0.3137978722729772,-0.08823647837171528,0.09904160109873938,0.4008349697358019,0.06620609920339884,-0.07793901913800935,-0.33101786873071287,-0.24552332521876813,0.16068100210358924,0.38356838537849336,1.4848806793383504,1.5539321671605337,1.7362283667542786,2.038684494659322,2.0809814417271686,2.303630315210119,2.6089885020414,3.0800382851815487
2019-02-13,0.29494893211927264,0.38289953101489693,0.15185938472860513,-0.15672405965520333,-0.2500911550535885,-0.2776279167915453,0.3388842831612391,0.18586653889367838,0.09023102554839643,0.10177117650548603,-0.46742528088244006,-0.11280305151682143,0.02642982729108046,0.3350012016287569,1.5177442413548128,1.6022286363631852,1.7548077671475741,2.109373707352114,2.119566014254361,2.3513144076638297,2.69650135195284,3.148025511408697
2019-02-14,0.28187613567980596,0.28903790622091136,0.23123765382112504,-0.06561896800870774,-0.2125928144788554,0.02303050581051945,0.2915663476280907,0.24771663606397962,0.13017483887472228,-0.17545593305598212,-0.23955539801980058,-0.2676149266442127,0.21924831618830357,0.4533028307800177,1.5050174567078145,1.584666872365622,1.7412613202001597,2.111617549858117,2.1094602442596204,2.334781032586336,2.718065032367658,3.138247848045388
2019-02-15,0.25755105175731313,0.4445742418885035,0.2074235805188327,-0.1523401222640735,-0.27246149883993803,-0.14510710703225052,0.1513967715524139,0.3269725728229364,0.25564849375594556,-0.12012303341925155,-0.4961061106647099,-0.4150137696315631,-0.1636453347189845,0.25230477689503394,1.5292664385219437,1.5759470763369507,1.7615132333859984,2.1087386163290724,2.119730271847326,2.308960622535138,2.691184058530826,3.1367899433832984
2019-02-18,0.2800769746723263,0.22594159448334228,0.17595233912186675,-0.12207296386011336,-0.43105206105595106,-0.0506054137378696,0.3693402219530397,0.10231361907428742,0.16747259459683975,-0.20102549199192057,-0.447112679138474,0.004269059432076533,-0.046843128716839974,0.2670365527998949,1.5278192825939658,1.5604319790508931,1.7236015986184032,2.065606754179006,2.0739499658240277,2.254378747719977,2.6777958306361658,3.1415790521373332
2019-02-19,0.0011036975607484345,0.29092203570160513,0.07529326288843888,-0.33369935680449625,-0.48128714669925593,-0.2758965297205923,0.23489648205255592,0.1718395178906035,0.08504487265308497,-0.2738946800240748,-0.5280190319344642,-0.04377385115097902,0.01154690383474588,0.4276955425090078,1.5399376342416036,1.5364969343246295,1.73250226512349,2.07440637151676,2.1299335397888,2.234201316785417,2.6817738846734844,3.18398800941607
2019-02-20,0.37249048004992374,0.2940794500315823,0.14143179466064057,-0.25886434515085377,-0.2958115654025984,-0.182975132850467,0.040962261859716076,0.132932807919588,0.1190394570187643,-0.03725006711027032,-0.3137425573670419,-0.042658990430270494,0.08794361378233911,0.2491844108062798,1.5692667552162196,1.567928107599207,1.7567070828951077,2.1031008428760147,2.1681976587546554,2.2381656548436792,2.720946811569448,3.180724428673827
2019-02-21,0.19621437905672262,0.4072611435935424,0.22201731642738487,-0.4273815042323717,-0.18140725401919244,-0.28118286115817975,0.19243952741389955,0.24889552773446652,0.19157448450726478,-0.20035798254477122,-0.39369123734322864,-0.2630394318835108,0.05821393225657915,0.21322819165821874,1.5719133256555953,1.5685252920669273,1.743983707659217,2.1004170228411136,2.152910479228527,2.2123906675408054,2.7116932368334963,3.1586876315416945
2019-02-22,0.34841657092564327,0.3001197669853367,0.07762920349885359,-0.22815725587300556,-0.3263483795004704,0.020460921263165177,0.3645999340904609,0.02429411281242505,0.2599400900147557,-0.09645397487983941,-0.28151056049353335,-0.15412410771192323,0.1127446226699356,0.31755692890949694,1.5599521580777433,1.5334408169750906,1.739524232218518,2.060344379004842,2.124695245877483,2.18244637479008,2.7221131759948536,3.148669877500505
2019-02-25,0.026326080144165404,0.3064721758081777,0.2615768108666043,-0.43719947858055164,-0.473949905197654,-0.08725998619332884,0.119643564015937,0.3502409519352034,-0.01590514825958235,-0.1987308363345561,-0.46451069352753155,-0.27239938846350503,0.17088639222361132,0.24679999277603343,1.5402865267257526,1.5250484867491942,1.6874479040617147,2.0433454319906383,2.1506245514208104,2.169457288771179,2.707688513249294,3.142871045235931
2019-02-26,0.25726702753212394,0.11918297141241754,-0.08581248338002452,-0.09166601665186289,-0.10270633686306677,-0.01650285923829571,0.19623142838865826,0.2563880346062653,0.213315126856775,-0.057442546502826416,-0.32023580260850476,-0.16036920100542754,0.2680245732898821,0.5232667422092769,1.5667324611319617,1.5060079335926184,1.6716743259740972,2.0602842880883587,2.1482522320701283,2.2108689911623505,2.713839230247091,3.1204107549617643
2019-02-27,0.17786759138853325,0.1902814576105803,-0.10682945919906134,-0.07100220074837532,-0.2527904148306112,-0.06515514516867511,0.06493805934588678,0.271679807191985,0.06865774577897198,-0.2937740688538784,-0.3147865243229231,-0.17293045246547062,0.19170149221634392,0.42912504774603544,1.5625773358033708,1.476772021535283,1.682346916929727,2.0710631514651956,2.1537788819195183,2.2489385176085,2.752037635397605,3.13146559259422
2019-02-28,0.2946272618771607,0.38141268178441406,0.14205545846078602,-0.20864316757831708,-0.29070795975856656,-0.025894807150042734,0.08672161834285154,-0.023292744950683508,-0.07198040242219038,-0.08769799504291093,-0.36574301378928137,-0.243513991455019,0.13458032186557167,0.3047230105259533,1.5414200161573217,1.4974340187223625,1.702495939246675,2.0878812878337363,2.18494266815349,2.233787417517957,2.802610267686007,3.124515824135465
2019-03-01,0.2778958371265194,0.05801557990718578,-0.052236182742124174,-0.3797344996431181,-0.42358683327993135,-0.09584162149876556,0.13912322845287026,0.11185222336588352,-0.08697923927331228,-0.11566524518810864,-0.3756062772522827,-0.0723393632807185,0.12653645880668676,0.25798022173735446,1.5393481659195607,1.4572213342813018,1.673561391047964,2.1051836850684498,2.166533868986006,2.2394308847617395,2.79460961820658,3.1099818928889764
2019-03-04,0.2837114069037681,0.39639007692913164,0.23059845815568167,-0.1975482022542271,-0.30272039383249494,-0.07406490336607852,0.10610026800887871,0.37164923286496643,0.22820609622473537,-0.40379191342291976,-0.3656707151813691,-0.13681840896374758,0.24676794864242682,0.3912539747407569,1.5644491472548854,1.4580448536449107,1.647865737874129,2.0936626119808643,2.182619458136895,2.252609482046573,2.7677126842434343,3.101354792677897
2019-03-05,0.14230832674657096,0.3062659783324851,0.15210160591455765,-0.056385993237544674,-0.2292642306697259,-0.05588221612978592,0.16355367065869822,0.21032413766175692,0.24293107146613982,-0.2811702095163367,-0.48959140375560584,0.07959469952770837,0.3341253635443687,0.4589149747786303,1.5580570431996663,1.4545143869205919,1.6267755842481055,2.0833788977973717,2.169585676524036,2.271833582937621,2.786128810238219,3.1009472348059717
2019-03-06,0.24207275404308704,0.18228687545519573,0.17944787924508118,-0.19112788592282615,-0.2461014676412525,0.00036627296213393584,0.3967175116393692,0.05705049339121998,0.01748563702393191,-0.12427641944579632,-0.5108646904506622,-0.07989731405799834,0.2096225529027383,0.36147515047233353,1.5565502181961857,1.461095706619694,1.6172050968997327,2.064722304404291,2.1540898381587597,2.2620852591243086,2.7670456588083288,3.108019390206955
2019-03-07,0.2279739250566696,0.17074533774547418,0.10458640426844071,-0.12060741594418815,-0.36191931184490633,0.012564407867230388,0.22144622972126005,0.2607194431213661,0.048988246502586735,-0.06909151967302798,-0.3507782072328686,-0.3401809640789346,0.09853589409930924,0.2332212023283839,1.5849245288619052,1.4530062195404647,1.6348118808985266,2.0773786945816646,2.178192136812312,2.2786067326578876,2.754655309816133,3.101853529608541
2019-03-08,0.2995360873000523,0.4375413629855407,-0.07962115573532952,-0.30167917410101386,-0.2991719340105159,0.2602044844871137,0.2980121014824561,0.303677908411721,-0.09987150920563372,-0.15698585148231076,-0.4421134186152591,-0.2715567167619155,0.18278577677765065,0.19208840680446718,1.5898377934711734,1.4739066830106329,1.6015787221237823,2.088669310489429,2.2075183410138317,2.279552363250577,2.769939617384634,3.0934466015790996
2019-03-11,0.3524303881417054,0.384245517468083,-0.16199973469678525,-0.35441570338076955,-0.3453720296702568,0.15136043015427159,0.3354923163727202,0.290640408870099,0.15187509386260134,-0.2611029585913791,-0.3443054205506045,0.12037202634178798,0.21407646130243868,0.2891208861180927,1.601625571743458,1.461453350327273,1.5751091818383645,2.1208119348197703,2.2000237681855865,2.2826240836626024,2.7552071176694635,3.080966504621956
2019-03-12,0.2754698152845159,0.23158196515923235,0.14090974846456275,-0.2824143729217781,-0.12244977339958002,-0.1914536113539994,0.12990964361568635,0.2184346997463878,0.0737443162966756,-0.31514149145971365,-0.227174951042408,-0.11444851773377843,0.10120204864360824,0.34554482595798136,1.6003695876318165,1.4511220424580964,1.5828669618884839,2.1311853221307873,2.2080745755370446,2.289176611688885,2.7880561382411746,3.0630338190994366
2019-03-13,0.13874677521825138,0.25601464564757703,-0.17010099018116873,-0.47021327405267227,-0.19821437328500136,-0.020810766465630973,0.15772345969665555,0.3524200904533793,-0.08567449079856865,-0.17181693455215852,-0.4398761558335539,-0.05618833940637036,0.247391087400828,0.275278315014039,1.6053279526125723,1.4749861647889682,1.6100639210785472,2.1084085288039716,2.2071322881511053,2.3246311499155574,2.8037522916915067,3.0720418222411823
2019-03-14,0.2874059119479301,0.16863070636971614,0.12452639899594772,-0.05458776995171233,-0.3473085237074214,-0.040877077206941864,0.32220645459141717,0.1601082157007897,0.08356922377177825,-0.27643910148418777,-0.4671159204297787,-0.06871832038202434,0.1940105778618607,0.4171168085314629,1.6146884467278233,1.4813809304621524,1.6274090416033282,2.1157162587242646,2.2185031654968923,2.3385351658055455,2.8022755214448316,3.09361462726198
2019-03-15,0.5396248436228706,0.23911054693256326,0.029843810196774803,-0.2673928510403428,-0.41385296543881755,0.14894322227281753,0.18308638673930894,0.2677368035738885,-0.07109904794587092,-0.2738500667870693,-0.44007533733915505,0.09477553632428184,0.2965255777337832,0.3579006611554074,1.6292590000569411,1.4240141929529442,1.604190468351689,2.0719938359061403,2.202318163696172,2.3114571394072563,2.789618491231301,3.0870877850618808
2019-03-18,0.44418523338512206,0.15510735566514944,-0.053914427844428035,-0.198552377678883,-0.2631189845759529,-0.005726622657018978,0.31573369345467883,0.22918187488189717,0.11035965277697608,-0.26703536861536276,-0.4001816599718461,-0.2350629684864805,0.09450582505701609,0.3373883325475992,1.625751892496318,1.4357792725570475,1.5580353144633805,2.0975464594871824,2.2039837138252554,2.3290046054896165,2.7591015559070593,3.066060174082196
2019-03-19,-0.020434155620713934,0.21088693615473356,-0.004981253588005566,-0.3266913235665182,-0.3338099084612697,0.08167832385370849,0.4186143351301609,0.190756698196541,-0.06777245835504855,-0.16573531118163895,-0.3302582304728008,0.08181197384754421,0.00641941475620611,0.3684413371874759,1.6185335138226336,1.4261664093352626,1.5535744195606351,2.110030897900337,2.157775418491921,2.3413571524488934,2.750262917581184,3.053455020150391
2019-03-20,0.2872354159494776,0.3902695435260265,-0.009326595692083106,-0.4333207387270589,-0.3237323403004198,-0.18789217042778827,0.10403347798040541,0.15359371293279006,0.0626070183872462,-0.08297124480139206,-0.3745539207644547,0.07783366095661107,0.1624999245730197,0.17464732246519676,1.5836892283419932,1.4215288993284603,1.4999395656563101,2.1104950259523485,2.1140287120382606,2.3302120108817848,2.7356495934539673,3.0623680276850576
2019-03-21,0.37589874679278124,0.1972387424338891,-0.084724680142629,-0.13843068601607753,-0.3840260834274673,-0.08876729695236849,0.21133880698970775,0.16347349809698913,-0.04367345231543318,-0.14148373869249328,-0.14318687719462442,-0.055407163331911945,0.20993592048687768,0.25769768864649345,1.5755065557822512,1.4049591433614854,1.485903086872045,2.1305677544105768,2.1199453275100835,2.316421836443189,2.7256536562454805,3.028931137281212
2019-03-22,0.26783190265769397,0.092875016948642,0.06541245128662417,-0.38955027986556806,-0.3587236374777105,0.2738351246894639,0.21855171504884663,0.20484849042713815,-0.2363730537346992,-0.24988853786698695,-0.31037697972583955,0.006924287303314243,0.02869245391446265,0.2060439608878512,1.6112324950197123,1.4064873552185837,1.5281553269270116,2.162398323351704,2.1991158893479756,2.3210498652636318,2.7522178623825835,3.0897042008112807
2019-03-25,0.23728094528182198,0.060572837237840765,0.05622841572859166,-0.2531084615703167,-0.23679189370942208,0.08595649577521279,0.1892679901471319,0.16551395163632143,0.0986693467041796,-0.3347740493484117,-0.26186097960979415,-0.06314490338270537,0.14253540088434666,0.352787207994038,1.6117867173102187,1.3781550302388252,1.5148935312142648,2.1454927586442953,2.188215100886927,2.2889807241550244,2.7338569729710125,3.044488466858128
2019-03-26,0.25860310038085266,0.20623765200777805,-0.07547312550468306,-0.24601558902195556,-0.2731664345869207,-0.01253157329220228,0.1918129121813035,0.2394774666235116,0.09524767015997597,-0.19003421996551398,-0.33603229422898223,-0.1949440886196506,0.3589755948738507,0.21199132131808462,1.6331791361800696,1.4045826026261767,1.5301163173326937,2.1321423314867474,2.227786535181728,2.315674214686559,2.7378722852334585,3.0578349475522812
2019-03-27,0.3418543757039134,0.1069908150832297,-0.15387506300920256,-0.2838924545792299,0.005670649628251284,0.1356073295630979,0.21129311972230433,0.11243391747817198,-0.0620923483259131,-0.07803256371623671,-0.23856431237698286,0.03309196606576204,0.315241808877215,0.321594559952717,1.577011699706026,1.3547590551167878,1.4877969489470535,2.1237745822021554,2.181661208410269,2.297303569596344,2.694891025548153,3.0303234779869146
2019-03-28,0.17271781706724898,0.1995942831897483,0.026399154780011702,-0.36804991946226706,-0.17544894706864617,0.01572248530214268,0.27245470209866124,0.32360828159297417,-0.008290392584215454,-0.1512574150519928,-0.37548337257587233,-0.005420665940939696,0.30128510735447267,0.2869563357211013,1.5681930665741535,1.3620781008371257,1.4721031370347615,2.085769838758099,2.146133941026195,2.279143767722735,2.663499169846293,3.031344478699417
2019-03-29,0.40443580487295333,0.0046593041855386985,-0.31049010179402475,-0.3150339606255934,-0.3517342169711797,0.09174503501283407,0.2878788543176362,0.10814698618646648,0.00808105528844729,-0.23367891753881323,-0.4141057188126342,0.014918535507467521,0.18750659659835267,0.3539595011151096,1.5644616054033824,1.4033036165017765,1.445770549343786,2.0930278123207784,2.125608987083188,2.2714277473470554,2.669443117987971,2.9925801021886747
2019-04-01,0.2840253014371425,0.23003097842705666,-0.0630271384020269,-0.39761243443567673,-0.37375398062100096,-0.019295352031538177,0.37515006521724376,0.25714530287395176,0.015485445353011197,-0.3236260722676441,-0.2701099496822045,0.06348828066289666,0.426104922035863,0.1691734514623665,1.5797384437823883,1.4453908364780117,1.4496190528040314,2.109697177942063,2.1585218050766586,2.279126486736962,2.669045884560505,2.9627550712175093
