Fecha_m,Casa_pp,SanCri_pp,Ago_pp,SanMat_q
22/04/2018 21:00,0.8,0.6,0,19.96915
22/04/2018 22:00,0.4,0.5,0,19.96915
22/04/2018 23:00,0.1,0.1,0,18.10285541
23/04/2018 00:00,0.3,0.1,0,18.43056369
23/04/2018 01:00,0.2,0.2,0,18.43056369
23/04/2018 02:00,0,0,0,18.26755031
23/04/2018 03:00,0,0.1,0,18.43056369
23/04/2018 04:00,0,0,0,17.93642817
23/04/2018 05:00,0,0,0,17.93642817
23/04/2018 06:00,0,0,0,18.10285541
23/04/2018 07:00,0,0,0,18.10285541
23/04/2018 08:00,0,0,0,18.26755031
23/04/2018 09:00,0,0,0,18.10285541
23/04/2018 10:00,0,1.3,0,17.76821515
23/04/2018 11:00,0.7,1.5,0,17.93642817
23/04/2018 12:00,0.9,0.8,,18.26755031
23/04/2018 13:00,0,1.7,0,17.93642817
23/04/2018 14:00,4.3,0.5,0,18.43056369
23/04/2018 15:00,0.1,1,0,19.96915
23/04/2018 16:00,0,0.7,0.5,19.96915
23/04/2018 17:00,3.1,0,0,21.65074
23/04/2018 18:00,0.2,0,1.9,19.96915
23/04/2018 19:00,0.2,0,0.2,22.7718
23/04/2018 20:00,0.2,0,0,22.21127
23/04/2018 21:00,0,0,0,22.21127
23/04/2018 22:00,0,0,0,21.65074
23/04/2018 23:00,0,0,0,21.65074
24/04/2018 00:00,0,0,0,19.40862
24/04/2018 01:00,0,0,0,20.52968
24/04/2018 02:00,0.1,0,0,19.96915
24/04/2018 03:00,0,0,0,19.96915
24/04/2018 04:00,0,0,0,18.43056369
24/04/2018 05:00,0.1,0,0,18.43056369
24/04/2018 06:00,0,0,0,18.26755031
24/04/2018 07:00,0,0.1,0,18.26755031
24/04/2018 08:00,0,0,0,18.43056369
24/04/2018 09:00,0,0,0,18.43056369
24/04/2018 10:00,0,0.2,0,18.26755031
24/04/2018 11:00,0,0,0,18.10285541
24/04/2018 12:00,0,0,,18.26755031
24/04/2018 13:00,0,0.5,0,18.43056369
24/04/2018 14:00,0.6,0.3,0,17.93642817
24/04/2018 15:00,0.2,0,1.3,18.26755031
24/04/2018 16:00,0.3,0.2,0,18.43056369
24/04/2018 17:00,2.2,0.3,0.3,18.10285541
24/04/2018 18:00,3.7,0.4,6.2,19.96915
24/04/2018 19:00,,0,0.7,19.96915
24/04/2018 20:00,,1.3,3,26.13498
24/04/2018 21:00,0.8,0.5,1.6,25.57445
24/04/2018 22:00,1.1,0,0.6,23.89286
24/04/2018 23:00,1.1,0.1,0.1,22.7718
25/04/2018 00:00,1.7,0,0.2,25.01392
25/04/2018 01:00,2,0,0.5,26.13498
25/04/2018 02:00,1.7,0.1,0.5,25.57445
25/04/2018 03:00,0.5,0,0.3,25.57445
25/04/2018 04:00,0,0.4,0.1,23.89286
25/04/2018 05:00,0,0.4,0.2,23.33233
25/04/2018 06:00,0.1,0.3,0,22.21127
25/04/2018 07:00,0.1,0.4,0,23.33233
25/04/2018 08:00,0,0.9,0,22.21127
25/04/2018 09:00,0.7,1.1,0,23.33233
25/04/2018 10:00,0.8,0.8,0.1,22.7718
25/04/2018 11:00,0.4,0,0.3,21.65074
25/04/2018 12:00,0,0.1,,26.69551
25/04/2018 13:00,0.8,0,0.9,27.25604
25/04/2018 14:00,0.2,0.4,0.4,31.17975
25/04/2018 15:00,0.8,1.2,0.2,30.05869
25/04/2018 16:00,0,0.3,0,34.54293
25/04/2018 17:00,0.3,0,0,33.42187
25/04/2018 18:00,2.8,0,0.2,32.30081
25/04/2018 19:00,2.2,0,0,32.30081
25/04/2018 20:00,0,0,0,33.42187
25/04/2018 21:00,0,0,0,31.17975
25/04/2018 22:00,0,0,0.1,31.17975
25/04/2018 23:00,0,0,0,30.61922
26/04/2018 00:00,0,0,0,28.3771
26/04/2018 01:00,0,0,0,26.69551
26/04/2018 02:00,0,0.1,0,28.93763
26/04/2018 03:00,0,0.1,0,27.25604
26/04/2018 04:00,0,0,0,26.69551
26/04/2018 05:00,0,0,0.3,25.57445
26/04/2018 06:00,0,0,0.3,27.25604
26/04/2018 07:00,0,0,0,25.57445
26/04/2018 08:00,0,0.7,0,25.57445
26/04/2018 09:00,0,0,0.1,24.45339
26/04/2018 10:00,0,0,0,25.01392
26/04/2018 11:00,0,0,0,26.13498
26/04/2018 12:00,0,0,,26.69551
26/04/2018 13:00,0.7,0,0.3,26.69551
26/04/2018 14:00,0,0.5,0,27.25604
26/04/2018 15:00,0,0.4,0.4,28.93763
26/04/2018 16:00,1.9,0,0.4,27.81657
26/04/2018 17:00,0.7,0.1,0,30.05869
26/04/2018 18:00,0.2,0.1,0,29.49816
26/04/2018 19:00,0,0,0,30.05869
26/04/2018 20:00,0,0,0,30.05869
26/04/2018 21:00,0,0,0,29.49816
26/04/2018 22:00,0,0,0,27.25604
26/04/2018 23:00,0,0,0,27.25604
27/04/2018 00:00,0,0,0,25.57445
27/04/2018 01:00,0,0,0,25.57445
27/04/2018 02:00,0,0,0,27.25604
27/04/2018 03:00,0,0,0,26.69551
27/04/2018 04:00,0,0,0.1,25.01392
27/04/2018 05:00,0,0,0,25.57445
27/04/2018 06:00,0,0,0,24.45339
27/04/2018 07:00,0,0,0,25.01392
27/04/2018 08:00,0,0,0,25.57445
27/04/2018 09:00,0,0,0,24.45339
27/04/2018 10:00,0,0,0,25.01392
27/04/2018 11:00,0,0,0,23.33233
27/04/2018 12:00,0,0,,25.01392
27/04/2018 13:00,0,0.1,0.1,24.45339
27/04/2018 14:00,0,0,0.4,25.01392
27/04/2018 15:00,1.4,1,1.5,24.45339
27/04/2018 16:00,0.5,0,0,26.13498
27/04/2018 17:00,0,0,0,26.69551
27/04/2018 18:00,0,0,1.9,28.3771
27/04/2018 19:00,0,0,0.5,27.25604
27/04/2018 20:00,0,0,0,27.81657
27/04/2018 21:00,0,0,0,27.81657
27/04/2018 22:00,0.2,0,0,27.25604
27/04/2018 23:00,0,0,0,28.3771
28/04/2018 00:00,0,0,0,26.69551
28/04/2018 01:00,0,0,0,26.13498
28/04/2018 02:00,0,0,0.1,25.57445
28/04/2018 03:00,0,0,0,25.57445
28/04/2018 04:00,0,0,0,26.13498
28/04/2018 05:00,0,0,0,25.57445
28/04/2018 06:00,0,0,0,25.57445
28/04/2018 07:00,0,0,0,26.13498
28/04/2018 08:00,0,0.3,0,25.57445
28/04/2018 09:00,0.1,0.3,0.6,25.57445
28/04/2018 10:00,0.5,0.5,1,24.45339
28/04/2018 11:00,0,0,0,23.89286
28/04/2018 12:00,0,0,,22.21127
28/04/2018 13:00,0,0,0.2,23.33233
28/04/2018 14:00,0,0,0,22.21127
28/04/2018 15:00,0,1.1,0,22.7718
28/04/2018 16:00,0.5,1.5,1,22.7718
28/04/2018 17:00,0.3,1.7,2.9,23.89286
28/04/2018 18:00,0.4,0.8,0.2,22.7718
28/04/2018 19:00,0,0.6,0,25.01392
28/04/2018 20:00,0,0.6,0,25.57445
28/04/2018 21:00,0.1,0.2,0,25.57445
28/04/2018 22:00,0,0.1,0,25.57445
28/04/2018 23:00,0,0.2,0,24.45339
29/04/2018 00:00,0,0,0,23.89286
29/04/2018 01:00,0,0,0,23.89286
29/04/2018 02:00,0,0,0,22.21127
29/04/2018 03:00,0,0,0,22.7718
29/04/2018 04:00,0,0,0,22.7718
29/04/2018 05:00,0,0.1,0,22.21127
29/04/2018 06:00,0,0,0,22.7718
29/04/2018 07:00,0,0.5,0.1,23.33233
29/04/2018 08:00,0,0.2,0,22.7718
29/04/2018 09:00,0,0,0,22.21127
29/04/2018 10:00,0,0,0,21.65074
29/04/2018 11:00,0,0,0,21.65074
29/04/2018 12:00,0,0.1,,20.52968
29/04/2018 13:00,0,0,0,19.96915
29/04/2018 14:00,0,0,0,18.43056369
29/04/2018 15:00,0,0,0,19.40862
29/04/2018 16:00,0,0,0,20.52968
29/04/2018 17:00,0,0,0,19.40862
29/04/2018 18:00,0,0.5,0,19.96915
29/04/2018 19:00,0.7,0,0,18.43056369
29/04/2018 20:00,0,0,0,20.52968
29/04/2018 21:00,0,0,0,19.40862
29/04/2018 22:00,0,0,0,21.09021
29/04/2018 23:00,0,0,0,19.96915
30/04/2018 00:00,0,0,0,19.96915
30/04/2018 01:00,0,0,0,19.96915
30/04/2018 02:00,0,0,0,19.96915
30/04/2018 03:00,0,0,0,19.96915
30/04/2018 04:00,0,0,0,20.52968
30/04/2018 05:00,0,0,0,21.09021
30/04/2018 06:00,0,0,0,19.96915
30/04/2018 07:00,0,0,0,19.96915
30/04/2018 08:00,0,0,0,21.09021
30/04/2018 09:00,0,0,0,19.40862
30/04/2018 10:00,0,0,0,19.96915
30/04/2018 11:00,0,0,0,20.52968
30/04/2018 12:00,0,0,,18.26755031
30/04/2018 13:00,0,0,0,19.40862
30/04/2018 14:00,0,0,0,22.21127
30/04/2018 15:00,0,0,0.7,21.65074
30/04/2018 16:00,0.1,0.2,1.5,22.21127
30/04/2018 17:00,1,1.2,0.4,21.65074
30/04/2018 18:00,0,0.5,0.1,21.09021
30/04/2018 19:00,0,0.1,0,21.65074
30/04/2018 20:00,0,0.1,0.1,21.09021
30/04/2018 21:00,0,0.1,0,23.33233
30/04/2018 22:00,0,0,0,26.69551
30/04/2018 23:00,0,0,0,26.13498
1/05/2018 00:00,,,,26.13498
1/05/2018 01:00,0,0,0,25.01392
1/05/2018 02:00,0,0.1,0,25.57445
1/05/2018 03:00,0,0.2,0,26.13498
1/05/2018 04:00,0,0.1,0,25.57445
1/05/2018 05:00,0,0.1,0,25.01392
1/05/2018 06:00,0,0,0,25.57445
1/05/2018 07:00,0,0,0,23.89286
1/05/2018 08:00,0,0.3,0,25.57445
1/05/2018 09:00,0,0.9,0,25.57445
1/05/2018 10:00,0,1.5,0,24.45339
1/05/2018 11:00,0,0.9,0,25.01392
1/05/2018 12:00,0,1.1,,24.45339
1/05/2018 13:00,0,1,1.4,24.45339
1/05/2018 14:00,0.1,0.5,1.9,24.45339
1/05/2018 15:00,0,0,0,21.65074
1/05/2018 16:00,0,0,0.2,19.96915
1/05/2018 17:00,0,1.2,0.1,22.21127
1/05/2018 18:00,0,0,1.2,22.21127
1/05/2018 19:00,0.2,0,0,22.21127
1/05/2018 20:00,0,0,0,22.7718
1/05/2018 21:00,0,0,0,21.09021
1/05/2018 22:00,0,0,0,21.65074
1/05/2018 23:00,0,0,0,21.65074
2/05/2018 00:00,0,0,0,21.65074
2/05/2018 01:00,0,0,0,22.21127
2/05/2018 02:00,0,0,0,21.09021
2/05/2018 03:00,0,0,0,22.21127
2/05/2018 04:00,0,0,0,21.65074
2/05/2018 05:00,0,0,0,20.52968
2/05/2018 06:00,0,0,0,19.96915
2/05/2018 07:00,0,0,0,20.52968
2/05/2018 08:00,0,0,0,21.65074
2/05/2018 09:00,0,0,0,21.09021
2/05/2018 10:00,0,0,0,19.96915
2/05/2018 11:00,0,0,0,21.09021
2/05/2018 12:00,0,0,,19.96915
2/05/2018 13:00,0,0,0,19.96915
2/05/2018 14:00,0,0,0,17.93642817
2/05/2018 15:00,0,0,0,17.93642817
2/05/2018 16:00,0,0,0,17.76821515
2/05/2018 17:00,0,0,0,18.26755031
2/05/2018 18:00,0,0,0,18.10285541
2/05/2018 19:00,0,0,0,18.26755031
2/05/2018 20:00,0,0,0,18.10285541
2/05/2018 21:00,0,0,0,18.10285541
2/05/2018 22:00,0,0,0,17.93642817
2/05/2018 23:00,0,0,0,18.10285541
3/05/2018 00:00,0,0,0,18.26755031
3/05/2018 01:00,0,0,0,17.93642817
3/05/2018 02:00,0,0,0,17.93642817
3/05/2018 03:00,0,0,0,18.43056369
3/05/2018 04:00,0,0,0,17.76821515
3/05/2018 05:00,0,0,0,18.26755031
3/05/2018 06:00,0,0,0,17.93642817
3/05/2018 07:00,0,0,0,18.26755031
3/05/2018 08:00,0,0,0,17.76821515
3/05/2018 09:00,0,0.1,0,17.76821515
3/05/2018 10:00,0,0,0,17.76821515
3/05/2018 11:00,0,0,0,18.10285541
3/05/2018 12:00,0,0,,17.76821515
3/05/2018 13:00,0,0,0,17.93642817
3/05/2018 14:00,0,0,0,17.93642817
3/05/2018 15:00,0,0,0,17.76821515
3/05/2018 16:00,0,0,0,17.76821515
3/05/2018 17:00,0,0,0,17.93642817
3/05/2018 18:00,0,0,0,17.59816016
3/05/2018 19:00,0,0,0,17.76821515
3/05/2018 20:00,0,0,0,18.10285541
3/05/2018 21:00,0,0,0,17.59816016
3/05/2018 22:00,0,0,0,17.93642817
3/05/2018 23:00,0,0,0,17.76821515
4/05/2018 00:00,0,0,0,17.76821515
4/05/2018 01:00,0,0,0,18.10285541
4/05/2018 02:00,0,0,0,17.42620399
4/05/2018 03:00,0,0,0,17.59816016
4/05/2018 04:00,0,0,0,17.59816016
4/05/2018 05:00,0,0,0,17.93642817
4/05/2018 06:00,0,0,0,17.93642817
4/05/2018 07:00,0,0,0,17.76821515
4/05/2018 08:00,0,0,0,18.10285541
4/05/2018 09:00,0,0,0,17.59816016
4/05/2018 10:00,0,0,0,17.93642817
4/05/2018 11:00,0,0,0,17.93642817
4/05/2018 12:00,0,0,,17.59816016
4/05/2018 13:00,0,0,0,17.93642817
4/05/2018 14:00,0,0,0,17.76821515
4/05/2018 15:00,0,0,0.5,18.10285541
4/05/2018 16:00,0,0,0.7,17.59816016
4/05/2018 17:00,0,0,0,17.76821515
4/05/2018 18:00,0,0,0,17.59816016
4/05/2018 19:00,0,0,0,17.59816016
4/05/2018 20:00,0,0,0,17.59816016
4/05/2018 21:00,0,0,0,18.10285541
4/05/2018 22:00,0,0,0,17.59816016
4/05/2018 23:00,0,0,0,17.93642817
5/05/2018 00:00,0,0.2,0,18.10285541
5/05/2018 01:00,0,0,0,17.59816016
5/05/2018 02:00,0,0,0,17.59816016
5/05/2018 03:00,0,0,0,17.93642817
5/05/2018 04:00,0.2,0,0,17.76821515
5/05/2018 05:00,0,0,0,17.93642817
5/05/2018 06:00,0,0,0,17.76821515
5/05/2018 07:00,0,0,0,17.76821515
5/05/2018 08:00,0,0.1,0,17.93642817
5/05/2018 09:00,0,0,0,17.59816016
5/05/2018 10:00,0,0,0,17.42620399
5/05/2018 11:00,0,0,0,17.59816016
5/05/2018 12:00,0,0,,17.42620399
5/05/2018 13:00,0,0,0,17.25228426
5/05/2018 14:00,0.2,0,0,17.76821515
5/05/2018 15:00,0.7,0,0,17.42620399
5/05/2018 16:00,0,0,0,17.42620399
5/05/2018 17:00,0,0.4,0,17.59816016
5/05/2018 18:00,0,0.5,0.3,17.59816016
5/05/2018 19:00,0,0.4,0,17.42620399
5/05/2018 20:00,0,0.1,0,17.42620399
5/05/2018 21:00,0,0,0,17.93642817
5/05/2018 22:00,0,0,0,17.93642817
5/05/2018 23:00,0,0,0,17.76821515
6/05/2018 00:00,0,0,0,17.42620399
6/05/2018 01:00,0,0,0,17.76821515
6/05/2018 02:00,0,0,0,17.76821515
6/05/2018 03:00,0,0,0,17.76821515
6/05/2018 04:00,0,0,0,17.93642817
6/05/2018 05:00,0,0,0,17.42620399
6/05/2018 06:00,0,0,0,17.59816016
6/05/2018 07:00,0,0,0,18.10285541
6/05/2018 08:00,0,0,0,17.59816016
6/05/2018 09:00,0,0,0,17.76821515
6/05/2018 10:00,0,0,0,17.76821515
6/05/2018 11:00,0,0,0,17.59816016
6/05/2018 12:00,0,0,,17.42620399
6/05/2018 13:00,0,0,0,17.76821515
6/05/2018 14:00,0,0,0,17.42620399
6/05/2018 15:00,,,,17.25228426
6/05/2018 16:00,0,0,0,17.07633512
6/05/2018 17:00,0,0,0,17.42620399
6/05/2018 18:00,0,0.1,0,17.59816016
6/05/2018 19:00,0,0,0,17.42620399
6/05/2018 20:00,0,0,0,17.42620399
6/05/2018 21:00,0,0.1,0,17.42620399
6/05/2018 22:00,0,0.6,0,17.25228426
6/05/2018 23:00,0,0.3,0,17.59816016
7/05/2018 00:00,0.1,0.1,0,17.42620399
7/05/2018 01:00,0.1,0,0,17.25228426
7/05/2018 02:00,0.3,0,0,17.59816016
7/05/2018 03:00,1.3,0,0,17.59816016
7/05/2018 04:00,0.1,0,0,17.59816016
7/05/2018 05:00,0,0.1,0,17.76821515
7/05/2018 06:00,0,0.1,0,17.59816016
7/05/2018 07:00,0,0,0,17.59816016
7/05/2018 08:00,0,0,0,17.25228426
7/05/2018 09:00,0,0,0,17.76821515
7/05/2018 10:00,0,0,0,17.59816016
7/05/2018 11:00,0,0,0,17.25228426
7/05/2018 12:00,0,0,,17.42620399
7/05/2018 13:00,0,0,0,17.42620399
7/05/2018 14:00,0,0,0,17.59816016
